gid,심_응,약국,소방서,경찰서,안전상비,버스정류소,지하철,어린이집,유아인구수,총인구수,0.00,1.00,순위
다사9824,0,0,0,0,0,5,0,0,0,221,1.00,0.00,1837
다사6673,0,0,0,0,2,0,0,2,234,3801,1.00,0.00,1838
다사4235,0,0,0,0,1,6,0,1,0,292,1.00,0.00,1839
다사9408,0,0,0,0,0,2,0,0,0,34,1.00,0.00,1840
라사0443,0,0,0,0,0,0,0,0,0,168,1.00,0.00,1841
다사5775,0,0,0,0,0,6,0,0,0,176,1.00,0.00,1842
다사4229,0,0,0,0,0,0,0,0,0,16,1.00,0.00,1843
다사9893,0,0,0,0,0,6,0,0,0,9,1.00,0.00,1844
다사8345,0,0,0,0,0,4,0,0,0,99,1.00,0.00,1845
다바8287,0,0,0,0,1,7,0,1,0,336,1.00,0.00,1846
다사3709,0,0,0,0,1,2,0,0,0,78,1.00,0.00,1847
다사3057,0,1,0,1,3,10,0,2,95,3512,1.00,0.00,1848
라사0320,0,0,0,0,0,0,0,0,0,81,1.00,0.00,1849
다사8803,0,0,0,0,0,5,0,0,0,100,1.00,0.00,1850
다사5488,0,0,0,0,0,7,0,0,6,449,1.00,0.00,1851
라사0203,0,0,0,0,0,1,0,0,6,226,1.00,0.00,1852
다사9106,0,0,0,0,0,1,0,0,0,31,1.00,0.00,1853
라사2251,0,0,0,0,0,0,0,0,0,17,1.00,0.00,1854
다사8158,0,0,0,0,0,0,0,0,0,50,1.00,0.00,1855
다사9400,0,0,0,0,0,2,0,0,0,87,1.00,0.00,1856
다사8962,0,0,0,0,0,2,0,0,0,72,1.00,0.00,1857
다아8005,0,0,0,0,0,0,0,0,0,41,1.00,0.00,1858
다사9145,0,0,0,0,3,4,0,0,27,525,1.00,0.00,1859
다사4827,0,0,0,0,0,5,0,2,63,2736,1.00,0.00,1860
다사5118,0,2,0,0,8,21,0,19,1049,16666,1.00,0.00,1861
다사7987,0,0,0,0,0,0,0,0,0,7,1.00,0.00,1862
다사3819,0,0,0,0,0,4,0,0,0,72,1.00,0.00,1863
다사5183,0,0,0,0,0,0,0,0,0,55,1.00,0.00,1864
다사2816,0,0,0,0,0,3,0,0,0,94,1.00,0.00,1865
다아5204,0,0,0,0,0,2,0,0,0,9,1.00,0.00,1866
다사5724,0,0,0,0,0,6,0,1,41,212,1.00,0.00,1867
다사7065,0,0,0,0,2,8,0,0,0,419,1.00,0.00,1868
다바8295,0,0,0,0,0,0,0,0,0,48,1.00,0.00,1869
다아4900,0,0,0,0,0,0,0,0,0,92,1.00,0.00,1870
라사1342,0,0,0,0,0,2,0,0,0,38,1.00,0.00,1871
라사1610,0,0,0,0,0,1,0,0,0,18,1.00,0.00,1872
다바4395,0,0,0,0,0,1,0,0,0,102,1.00,0.00,1873
다사3381,0,0,0,0,0,4,0,0,0,101,1.00,0.00,1874
다바6294,0,0,0,0,0,4,0,0,0,150,1.00,0.00,1875
다바9097,0,0,0,0,0,4,0,0,0,126,1.00,0.00,1876
라사1454,0,0,0,0,0,0,0,0,0,20,1.00,0.00,1877
다사6753,0,0,0,0,0,5,0,0,11,277,1.00,0.00,1878
라사0442,0,0,0,0,0,4,0,0,6,244,1.00,0.00,1879
다바7596,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1880
다사9595,0,0,0,0,0,4,0,0,0,19,1.00,0.00,1881
다사4687,0,0,0,0,0,0,0,0,0,14,1.00,0.00,1882
다사9213,0,0,0,0,0,4,0,0,0,259,1.00,0.00,1883
다사5011,0,1,0,0,2,7,0,0,0,275,1.00,0.00,1884
다사4503,0,0,0,0,0,8,0,0,0,429,1.00,0.00,1885
다사8143,0,0,0,0,0,0,0,0,0,11,1.00,0.00,1886
다바6996,0,0,0,0,0,0,0,0,0,63,1.00,0.00,1887
다사8129,0,0,0,0,0,0,0,0,0,235,1.00,0.00,1888
라사0014,0,0,0,0,0,0,0,0,0,25,1.00,0.00,1889
다사9721,0,0,0,0,0,0,0,1,25,629,1.00,0.00,1890
라사1941,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1891
다사8767,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1892
다사9139,0,0,0,0,0,2,0,0,0,84,1.00,0.00,1893
라사0358,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1894
라사1731,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1895
라바0798,0,0,0,0,0,0,0,0,0,54,1.00,0.00,1896
다사8960,0,0,0,0,1,3,0,1,14,264,1.00,0.00,1897
라사0886,0,0,0,0,0,0,0,0,0,9,1.00,0.00,1898
다바7681,0,0,0,0,0,4,0,0,0,155,1.00,0.00,1899
다사9359,0,0,0,0,0,1,0,0,0,64,1.00,0.00,1900
다사5903,0,0,0,0,0,4,0,0,0,473,1.00,0.00,1901
다바6292,0,0,0,0,1,3,0,1,20,742,1.00,0.00,1902
라사0805,0,0,0,0,0,1,0,0,0,108,1.00,0.00,1903
라사1924,0,0,0,0,0,0,0,0,0,13,1.00,0.00,1904
다사7763,0,0,0,0,1,2,0,10,279,4967,1.00,0.00,1905
다사6002,0,0,0,0,0,0,0,0,0,106,1.00,0.00,1906
다사4314,0,0,0,0,2,4,0,0,0,137,1.00,0.00,1907
다사7167,0,1,0,0,1,5,0,0,0,100,1.00,0.00,1908
라사0923,0,0,0,0,0,2,0,0,0,12,1.00,0.00,1909
다바6290,1,3,0,0,3,6,0,0,11,581,1.00,0.00,1910
다바7197,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1911
다아6817,0,0,0,0,0,2,0,0,0,16,1.00,0.00,1912
다사4428,0,0,0,0,0,5,0,0,7,208,1.00,0.00,1913
다아7600,0,0,0,0,0,2,0,0,0,98,1.00,0.00,1914
다사7187,0,0,0,0,0,1,0,0,0,291,1.00,0.00,1915
다사7676,0,0,0,0,1,2,0,2,0,711,1.00,0.00,1916
라사0856,0,0,0,0,0,4,0,0,0,128,1.00,0.00,1917
다사8002,0,0,0,0,0,1,0,0,0,41,1.00,0.00,1918
다사6727,0,0,0,0,0,1,0,0,0,97,1.00,0.00,1919
다사2809,0,0,0,0,0,8,0,0,0,184,1.00,0.00,1920
다사8217,0,0,0,0,0,0,0,0,0,12,1.00,0.00,1921
다사3271,0,0,0,0,1,5,0,0,69,644,1.00,0.00,1922
다사7298,0,0,0,0,0,2,0,1,0,84,1.00,0.00,1923
다아6703,0,0,0,0,0,0,0,0,0,18,1.00,0.00,1924
다사4598,0,0,0,0,0,1,0,0,0,105,1.00,0.00,1925
다사9664,0,0,0,0,0,0,0,0,0,7,1.00,0.00,1926
다바6496,0,0,0,0,0,0,0,0,0,30,1.00,0.00,1927
다바7586,0,0,0,0,0,2,0,0,0,159,1.00,0.00,1928
다아5406,0,0,0,0,0,2,0,0,0,71,1.00,0.00,1929
다사9302,0,0,0,0,1,5,0,0,0,92,1.00,0.00,1930
다사9563,0,0,0,0,0,0,0,0,0,28,1.00,0.00,1931
다바4489,0,0,0,0,0,7,0,0,0,96,1.00,0.00,1932
다사6076,0,0,0,0,0,4,0,0,0,81,1.00,0.00,1933
다사8639,0,0,0,0,0,2,0,0,7,185,1.00,0.00,1934
라사1626,0,0,0,0,0,0,0,0,0,89,1.00,0.00,1935
다사6073,0,0,0,0,0,1,0,0,0,76,1.00,0.00,1936
다사2468,0,0,0,0,0,4,0,0,0,375,1.00,0.00,1937
다사4715,0,0,0,0,0,0,0,0,0,21,1.00,0.00,1938
다사9845,0,0,0,0,0,4,0,0,11,412,1.00,0.00,1939
다사4388,0,0,0,0,0,0,0,0,0,25,1.00,0.00,1940
다사5163,0,0,0,0,0,4,0,0,0,69,1.00,0.00,1941
다사4578,0,0,0,0,0,3,0,1,0,132,1.00,0.00,1942
다사6603,0,0,0,0,0,0,0,0,0,76,1.00,0.00,1943
다바7392,0,0,0,0,0,5,0,1,0,206,1.00,0.00,1944
라사0758,0,0,0,0,0,1,0,0,0,35,1.00,0.00,1945
다사3814,0,0,0,0,0,4,0,0,0,132,1.00,0.00,1946
다바4293,0,0,0,0,0,2,0,0,0,268,1.00,0.00,1947
라사1422,0,0,0,0,1,4,0,1,0,269,1.00,0.00,1948
다사8713,0,0,0,0,0,2,0,0,0,106,1.00,0.00,1949
다사6940,0,0,0,0,2,8,0,4,132,3606,1.00,0.00,1950
다사8218,0,0,0,0,0,0,0,0,0,7,1.00,0.00,1951
다사4757,0,0,0,0,0,0,0,0,0,11,1.00,0.00,1952
다사8439,0,0,0,0,0,0,0,0,15,783,1.00,0.00,1953
라사2652,0,0,0,0,0,1,0,0,0,64,1.00,0.00,1954
라사1949,0,0,0,0,0,0,0,0,0,39,1.00,0.00,1955
라사0937,0,0,0,0,0,0,0,0,0,63,1.00,0.00,1956
라사2126,0,0,0,0,0,0,0,0,0,8,1.00,0.00,1957
다사3915,0,0,0,0,0,1,0,0,0,20,1.00,0.00,1958
라사0536,0,0,0,0,0,2,0,0,0,145,1.00,0.00,1959
다사4610,0,0,0,0,0,2,0,0,0,70,1.00,0.00,1960
다사8357,0,0,0,0,0,0,0,0,0,31,1.00,0.00,1961
다사9812,0,0,0,0,0,1,0,0,0,167,1.00,0.00,1962
라사1358,0,0,0,0,0,1,0,0,0,12,1.00,0.00,1963
다사9954,0,0,0,0,0,0,0,0,0,25,1.00,0.00,1964
다사9911,0,0,0,0,0,2,0,0,0,35,1.00,0.00,1965
다사7378,0,0,0,0,0,0,0,0,0,6,1.00,0.00,1966
다바6985,0,0,0,0,0,0,0,0,0,19,1.00,0.00,1967
다사2462,0,0,0,0,0,0,0,0,9,241,1.00,0.00,1968
다사2968,0,0,0,0,0,8,0,1,15,304,1.00,0.00,1969
다사8645,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1970
다아5405,0,0,0,0,0,2,0,0,0,76,1.00,0.00,1971
다아4703,0,0,0,0,0,0,0,0,0,22,1.00,0.00,1972
다사2510,0,0,0,0,0,2,0,0,0,42,1.00,0.00,1973
라사1347,0,0,0,0,0,0,0,0,0,58,1.00,0.00,1974
라사0135,0,0,0,0,0,2,0,0,0,111,1.00,0.00,1975
다바8192,0,0,0,0,0,2,0,1,0,122,1.00,0.00,1976
라사0161,0,0,0,0,0,1,0,0,0,96,1.00,0.00,1977
다사9412,0,0,0,0,0,2,0,0,0,86,1.00,0.00,1978
다사8312,0,0,0,0,0,0,0,0,0,15,1.00,0.00,1979
라사1330,0,0,0,0,0,0,0,0,0,16,1.00,0.00,1980
다사7720,0,0,0,0,0,1,0,0,0,8,1.00,0.00,1981
다사2265,0,0,0,0,0,3,0,0,6,359,1.00,0.00,1982
다바4582,0,0,0,0,1,3,0,0,0,114,1.00,0.00,1983
다아7808,0,0,0,0,0,0,0,0,0,9,1.00,0.00,1984
다바7884,0,0,0,0,1,6,0,0,0,45,1.00,0.00,1985
라사1940,0,0,0,0,0,0,0,0,0,0,1.00,0.00,1986
다사8641,0,0,0,0,0,3,0,0,0,159,1.00,0.00,1987
다사6964,0,0,0,0,0,4,0,0,0,207,1.00,0.00,1988
라사0630,0,0,0,0,1,3,0,0,0,234,1.00,0.00,1989
라사0845,0,0,0,0,0,1,0,0,0,137,1.00,0.00,1990
다사5098,0,0,0,0,0,0,0,0,0,16,1.00,0.00,1991
다사9965,0,0,0,0,0,4,0,0,30,565,1.00,0.00,1992
다사6693,0,0,0,0,0,0,0,0,0,80,1.00,0.00,1993
다사7232,0,0,0,0,0,0,0,0,0,29,1.00,0.00,1994
다사8120,0,0,0,0,0,2,0,0,0,124,1.00,0.00,1995
다아6101,0,0,0,0,1,6,0,0,0,47,1.00,0.00,1996
라사0007,0,0,0,0,0,1,0,0,0,147,1.00,0.00,1997
다사4983,0,0,0,0,0,2,0,0,0,0,1.00,0.00,1998
라사1948,0,0,0,0,0,0,0,0,0,13,1.00,0.00,1999
라사0455,0,0,0,0,0,0,0,0,0,0,1.00,0.00,2000
다사5135,0,0,0,0,0,0,0,0,0,49,1.00,0.00,2001
다사7492,0,0,0,0,0,0,0,0,0,117,1.00,0.00,2002
다사9630,0,0,0,0,0,0,0,0,0,0,1.00,0.00,2003
라사1021,0,0,0,0,2,1,0,0,48,797,1.00,0.00,2004
라사0256,0,0,0,0,0,3,0,0,0,63,1.00,0.00,2005
다사4519,0,0,0,0,0,2,0,1,0,139,1.00,0.00,2006
다사1771,0,0,0,0,0,2,0,1,0,135,1.00,0.00,2007
다사3944,0,1,0,0,0,0,0,0,0,41,1.00,0.00,2008
다바7090,0,0,0,0,2,5,0,1,44,1026,1.00,0.00,2009
다사9535,0,0,0,0,0,0,0,0,0,87,1.00,0.00,2010
다사5585,0,1,0,0,2,18,0,0,0,225,1.00,0.00,2011
다사9604,0,0,0,0,0,0,0,0,0,23,1.00,0.00,2012
다사7514,0,0,0,0,0,2,0,0,0,128,1.00,0.00,2013
다아9003,0,0,0,0,0,0,0,0,0,10,1.00,0.00,2014
다아5200,0,0,0,0,0,2,0,0,0,50,1.00,0.00,2015
다사5010,0,0,0,0,3,6,0,1,29,957,1.00,0.00,2016
다사6235,0,0,0,0,0,4,0,0,0,193,1.00,0.00,2017
다사4562,0,0,0,0,2,4,0,7,411,5433,1.00,0.00,2018
다사6562,0,0,0,0,2,0,0,0,182,1712,1.00,0.00,2019
다사8311,0,0,0,0,0,2,0,0,12,603,1.00,0.00,2020
라사0257,0,0,0,0,0,2,0,0,0,74,1.00,0.00,2021
라사2346,0,0,0,0,0,0,0,0,0,23,1.00,0.00,2022
다사7973,0,0,0,0,0,0,0,0,0,7,1.00,0.00,2023
라사0725,0,0,0,0,0,4,0,0,0,94,1.00,0.00,2024
다사9059,0,0,0,0,0,3,0,0,0,162,1.00,0.00,2025
다사4405,0,0,0,0,1,5,0,0,0,208,1.00,0.00,2026
다아8409,0,0,0,0,0,0,0,0,0,22,1.00,0.00,2027
다사5814,0,0,0,0,1,3,0,0,13,495,1.00,0.00,2028
다사3458,0,0,0,0,0,0,0,0,0,53,1.00,0.00,2029
다사8191,0,0,0,0,0,0,0,0,0,41,1.00,0.00,2030
다사9147,0,0,0,0,0,2,0,0,18,381,1.00,0.00,2031
다사9075,0,0,0,0,0,0,0,0,0,84,1.00,0.00,2032
다사8184,0,0,0,0,0,2,0,0,0,79,1.00,0.00,2033
다사5770,0,0,0,0,0,1,0,0,0,74,1.00,0.00,2034
다사5603,0,1,0,0,0,4,0,0,7,302,1.00,0.00,2035
다사6729,0,0,0,0,3,6,0,3,92,3815,1.00,0.00,2036
라사0641,0,0,0,0,0,4,0,0,0,127,1.00,0.00,2037
다사8557,0,0,0,0,0,2,0,0,0,36,1.00,0.00,2038
다사8204,0,0,0,0,2,6,0,0,0,90,1.00,0.00,2039
다아5005,0,0,0,0,0,0,0,0,0,58,1.00,0.00,2040
라사2046,0,0,0,0,0,2,0,0,0,47,1.00,0.00,2041
다사7159,0,0,0,0,0,2,0,0,0,177,1.00,0.00,2042
다사7573,0,0,0,0,2,5,0,1,0,232,1.00,0.00,2043
라사0103,0,1,0,1,2,13,0,1,0,452,1.00,0.00,2044
라사1049,0,0,0,0,0,5,0,0,0,286,1.00,0.00,2045
다사4200,0,0,0,0,1,4,0,0,0,301,1.00,0.00,2046
다사3454,0,0,0,0,0,0,0,1,121,1327,1.00,0.00,2047
라사2045,0,0,0,0,0,0,0,0,0,31,1.00,0.00,2048
다아7615,0,0,0,0,0,0,0,0,0,29,1.00,0.00,2049
다사8659,0,0,0,0,0,4,0,0,0,50,1.00,0.00,2050
라바0997,0,0,0,0,0,0,0,0,0,0,1.00,0.00,2051
다바5492,0,0,0,0,0,1,0,0,0,135,1.00,0.00,2052
다사9877,0,0,0,0,1,2,0,0,0,50,1.00,0.00,2053
다사5677,0,0,0,0,2,7,0,0,21,1844,1.00,0.00,2054
다사9800,0,0,0,0,1,3,0,0,0,138,1.00,0.00,2055
다사3414,0,0,0,0,0,1,0,0,0,62,1.00,0.00,2056
다사7399,0,0,0,0,0,0,0,0,0,14,1.00,0.00,2057
다사3500,0,0,0,0,0,1,0,0,0,174,1.00,0.00,2058
다사9066,0,0,0,0,1,4,0,0,0,119,1.00,0.00,2059
다사2669,0,0,0,0,0,1,0,0,0,31,1.00,0.00,2060
다바7290,0,0,0,0,1,3,0,1,0,230,1.00,0.00,2061
다사3577,0,0,0,0,0,0,0,0,0,97,1.00,0.00,2062
다바4192,0,0,0,0,0,0,0,0,0,11,1.00,0.00,2063
다사9796,0,0,0,0,0,2,0,0,0,15,1.00,0.00,2064
라사0744,0,0,0,0,0,1,0,0,0,105,1.00,0.00,2065
라사0137,0,0,0,0,0,2,0,0,0,70,1.00,0.00,2066
다바9691,0,0,0,0,0,0,0,0,0,10,1.00,0.00,2067
라사1557,0,0,0,0,0,0,0,0,0,47,1.00,0.00,2068
다사9526,0,0,0,0,0,2,0,0,0,329,1.00,0.00,2069
다사6022,0,0,0,0,0,9,0,2,129,1872,1.00,0.00,2070
라사2538,0,0,0,0,0,0,0,0,0,13,1.00,0.00,2071
다사1772,0,0,0,0,0,0,0,0,0,140,1.00,0.00,2072
라사0711,0,0,0,0,0,2,0,0,0,39,1.00,0.00,2073
라사0078,0,0,0,0,0,0,0,0,0,8,1.00,0.00,2074
다사3808,0,0,0,0,1,7,0,0,0,145,1.00,0.00,2075
다사8520,0,0,0,0,1,7,0,0,0,58,1.00,0.00,2076
라사1449,0,0,0,0,0,0,0,0,0,68,1.00,0.00,2077
라사2232,0,0,0,0,0,0,0,0,0,19,1.00,0.00,2078
라사1307,0,0,0,0,0,2,0,0,0,31,1.00,0.00,2079
라사0185,0,0,0,0,0,2,0,0,0,88,1.00,0.00,2080
라사0134,0,0,0,0,0,5,0,0,0,69,1.00,0.00,2081
다사8000,0,0,0,0,0,0,0,0,0,13,1.00,0.00,2082
다사1870,0,0,0,0,0,2,0,0,0,89,1.00,0.00,2083
다사6389,0,0,0,0,0,0,0,0,0,9,1.00,0.00,2084
다사9448,0,0,0,0,0,0,0,0,0,26,1.00,0.00,2085
다사3206,0,0,0,0,0,0,0,0,0,29,1.00,0.00,2086
다아6624,0,0,0,0,0,0,0,0,0,8,1.00,0.00,2087
다아8013,0,0,0,0,0,0,0,0,0,48,1.00,0.00,2088
다사8397,0,0,0,0,0,0,0,0,0,20,1.00,0.00,2089
다사8780,0,0,0,0,0,2,0,0,26,535,1.00,0.00,2090
다사7584,0,0,0,0,0,8,0,0,0,197,1.00,0.00,2091
다사4334,0,0,0,0,0,4,0,0,6,239,1.00,0.00,2092
다바4880,0,0,0,0,0,2,0,0,0,93,1.00,0.00,2093
다사6700,0,0,0,0,0,5,0,1,7,345,1.00,0.00,2094
다바4789,0,0,0,0,0,0,0,0,0,17,1.00,0.00,2095
다사3904,0,0,0,0,0,5,0,0,0,76,1.00,0.00,2096
다바8389,0,0,0,0,0,0,0,0,0,25,1.00,0.00,2097
다바3694,0,0,0,0,0,3,0,1,0,133,1.00,0.00,2098
다사6178,0,0,0,0,1,8,0,5,111,2616,1.00,0.00,2099
다사5473,0,0,0,0,0,0,0,0,0,17,1.00,0.00,2100
라사0340,0,0,0,0,0,0,0,1,0,338,1.00,0.00,2101
다바8585,0,0,0,0,0,2,0,0,0,71,1.00,0.00,2102
라사2651,0,0,0,0,0,0,0,0,0,15,1.00,0.00,2103
다사3207,0,0,0,0,0,2,0,0,0,117,1.00,0.00,2104
다사9037,0,0,0,0,0,0,0,0,0,6,1.00,0.00,2105
다바8497,0,0,0,0,0,1,0,0,0,46,1.00,0.00,2106
다사3214,0,0,0,0,0,0,0,0,0,74,1.00,0.00,2107
다사3983,0,0,0,0,0,13,0,2,0,440,1.00,0.00,2108
다바7894,0,0,0,0,0,5,0,1,0,101,1.00,0.00,2109
다사2716,0,0,0,0,0,2,0,0,0,70,1.00,0.00,2110
다사9114,0,0,0,0,0,2,0,0,0,95,1.00,0.00,2111
다사7937,0,0,0,0,0,0,0,0,0,10,1.00,0.00,2112
라사0241,0,0,0,0,1,6,0,0,0,242,1.00,0.00,2113
라사1235,0,0,0,0,0,0,0,0,0,95,1.00,0.00,2114
다사2671,0,0,0,0,0,0,0,0,0,0,1.00,0.00,2115
라사1512,0,0,0,0,0,0,0,0,0,6,1.00,0.00,2116
다사9480,0,0,0,0,0,1,0,0,0,15,1.00,0.00,2117
다사7463,0,0,0,0,0,3,0,0,0,257,1.00,0.00,2118
다바7792,0,0,0,0,0,6,0,1,0,187,1.00,0.00,2119
다사9635,0,0,0,0,0,4,0,0,0,269,1.00,0.00,2120
다사2765,0,0,0,0,0,2,0,0,0,180,1.00,0.00,2121
다아4805,0,0,0,0,0,0,0,0,0,27,1.00,0.00,2122
다사3311,0,0,0,0,0,2,0,0,0,199,1.00,0.00,2123
다아6221,0,0,0,0,0,0,0,0,0,6,1.00,0.00,2124
라사0110,0,0,0,0,0,0,0,0,0,27,1.00,0.00,2125
라사0727,0,0,0,0,0,0,0,0,0,12,1.00,0.00,2126
다바7497,0,0,0,0,0,2,0,0,0,141,1.00,0.00,2127
라사0825,0,0,0,0,0,2,0,0,0,198,1.00,0.00,2128
다사2473,0,0,0,0,0,2,0,0,0,103,1.00,0.00,2129
다사8515,0,0,0,0,0,1,0,0,7,163,1.00,0.00,2130
다사3901,0,0,0,0,0,1,0,0,0,128,1.00,0.00,2131
다사2365,0,0,0,0,0,4,0,0,0,300,1.00,0.00,2132
다사8668,0,0,0,0,0,0,0,0,0,14,1.00,0.00,2133
다사6336,0,0,0,0,0,2,0,0,0,0,1.00,0.00,2134
다아8018,0,0,0,0,0,2,0,0,0,154,1.00,0.00,2135
다사9928,0,0,0,0,1,3,0,0,0,160,1.00,0.00,2136
라사0030,0,0,0,0,0,0,0,0,0,19,1.00,0.00,2137
다사9500,0,0,0,0,0,0,0,0,0,32,1.00,0.00,2138
다사4696,0,0,0,0,0,3,0,0,0,52,1.00,0.00,2139
다사7554,0,2,0,0,8,22,0,24,448,15115,1.00,0.00,2140
다사7913,0,0,0,0,0,0,0,0,0,0,1.00,0.00,2141
다사7809,0,0,0,0,0,0,0,0,0,34,1.00,0.00,2142
라사2118,0,0,0,0,0,0,0,0,0,31,1.00,0.00,2143
다사5527,0,0,0,0,0,3,0,2,10,209,1.00,0.00,2144
다사9573,0,0,0,0,0,0,0,0,0,43,1.00,0.00,2145
다사4215,0,0,0,0,0,0,0,0,0,135,1.00,0.00,2146
다사3316,0,0,0,0,0,4,0,0,0,195,1.00,0.00,2147
다사9641,0,0,0,0,0,1,0,0,15,366,1.00,0.00,2148
다사7607,0,0,0,0,0,3,0,0,0,608,1.00,0.00,2149
다사7036,0,0,0,0,1,0,0,0,0,53,1.00,0.00,2150
다사5206,0,0,0,0,1,6,0,0,0,454,1.00,0.00,2151
다바7498,0,0,0,0,0,0,0,0,0,33,1.00,0.00,2152
다아5700,0,0,0,0,0,0,0,0,0,21,1.00,0.00,2153
다바8077,0,0,0,0,0,0,0,0,0,0,1.00,0.00,2154
다사6132,0,0,0,0,2,15,0,1,170,3517,1.00,0.00,2155
다바3895,0,0,0,0,0,2,0,0,0,60,1.00,0.00,2156
다사4871,0,0,0,0,0,4,0,0,0,59,1.00,0.00,2157
라사0427,0,0,0,0,0,0,0,0,0,117,1.00,0.00,2158
다사6896,0,0,0,0,0,0,0,0,0,51,1.00,0.00,2159
다바3596,0,0,0,0,0,3,0,0,0,150,1.00,0.00,2160
다사4914,0,0,0,0,0,7,0,1,0,42,1.00,0.00,2161
다사5172,0,0,0,0,0,1,0,0,0,126,1.00,0.00,2162
다사5003,0,0,0,0,1,4,0,0,8,219,1.00,0.00,2163
다사9531,0,0,0,0,0,7,0,0,0,172,1.00,0.00,2164
다사7542,0,0,0,0,0,0,0,0,0,6,1.00,0.00,2165
다아8110,0,0,0,0,0,0,0,0,0,0,1.00,0.00,2166
다사1720,0,0,0,0,3,4,0,0,0,161,1.00,0.00,2167
다사6816,0,0,0,0,0,1,0,0,0,131,1.00,0.00,2168
다바5989,0,0,0,0,1,5,0,0,7,613,1.00,0.00,2169
라사0384,0,0,0,0,0,0,0,0,0,10,1.00,0.00,2170
다사5769,0,0,0,0,0,0,0,0,0,0,1.00,0.00,2171
다사4623,0,0,0,0,0,4,0,2,10,710,1.00,0.00,2172
다사3616,0,0,0,0,0,0,0,0,0,0,1.00,0.00,2173
다바4496,0,0,0,0,0,1,0,0,0,40,1.00,0.00,2174
라바1099,0,0,0,0,0,1,0,0,0,74,1.00,0.00,2175
다사9739,0,0,0,0,0,0,0,0,0,17,1.00,0.00,2176
다사7482,0,0,0,0,0,0,0,0,0,227,1.00,0.00,2177
다사8615,0,0,0,0,0,0,0,0,0,82,1.00,0.00,2178
다사8265,0,0,0,0,2,7,0,1,65,1625,1.00,0.00,2179
다사8039,0,0,0,0,0,0,0,0,0,89,1.00,0.00,2180
다바5489,0,0,0,0,0,0,0,0,0,118,1.00,0.00,2181
다사6001,0,0,0,0,0,0,0,0,0,45,1.00,0.00,2182
다사4798,0,0,0,0,0,2,0,0,0,135,1.00,0.00,2183
다아7508,0,0,0,0,0,1,0,0,0,36,1.00,0.00,2184
다아7809,0,0,0,0,0,0,0,0,0,0,1.00,0.00,2185
다사9426,0,0,0,0,0,1,0,0,0,141,1.00,0.00,2186
다바7897,0,0,0,0,0,4,0,0,0,78,1.00,0.00,2187
다사4263,0,0,0,0,0,14,0,1,0,84,1.00,0.00,2188
다사8284,0,0,0,0,0,0,0,0,0,38,1.00,0.00,2189
다사4439,0,0,0,0,0,1,0,1,12,262,1.00,0.00,2190
다바8286,0,0,0,0,0,0,0,0,0,149,1.00,0.00,2191
다사8562,0,0,0,0,0,2,0,0,6,517,1.00,0.00,2192
다사7803,0,0,0,0,0,4,0,0,0,231,1.00,0.00,2193
다사8337,0,0,0,0,0,4,0,1,8,325,1.00,0.00,2194
다아5203,0,0,0,0,0,0,0,0,0,9,1.00,0.00,2195
라사1836,0,0,0,0,0,0,0,0,0,0,1.00,0.00,2196
다사3824,0,0,0,0,0,2,1,0,98,1145,1.00,0.00,2197
다바7898,0,1,0,1,1,7,0,0,0,327,1.00,0.00,2198
다사3754,0,0,0,0,1,7,0,0,0,25,1.00,0.00,2199
다바4595,0,0,0,0,0,0,0,0,0,28,1.00,0.00,2200
다사2573,0,0,0,0,0,0,0,0,0,28,1.00,0.00,2201
라사1112,0,0,0,0,0,0,0,0,0,25,1.00,0.00,2202
다아6423,0,0,0,0,0,0,0,0,0,0,1.00,0.00,2203
다사6532,0,6,0,0,9,28,1,14,724,17275,1.00,0.00,2204
다사8283,0,0,0,0,0,0,0,0,0,7,1.00,0.00,2205
다사6208,0,0,0,0,0,6,0,1,0,328,1.00,0.00,2206
다사8582,0,0,0,0,0,0,0,0,0,20,1.00,0.00,2207
다사6605,0,0,0,0,2,0,0,0,0,39,1.00,0.00,2208
다사7588,0,0,0,0,0,0,0,0,0,25,1.00,0.00,2209
다사8550,0,0,0,0,0,2,0,0,0,172,1.00,0.00,2210
라사1511,0,0,0,0,0,2,0,0,0,53,1.00,0.00,2211
다아6801,0,0,0,0,0,0,0,0,0,0,1.00,0.00,2212
다사7195,0,0,0,0,0,0,0,0,0,82,1.00,0.00,2213
라사0243,0,0,0,0,1,2,0,0,30,474,1.00,0.00,2214
다사8899,0,0,0,0,0,0,0,0,0,19,1.00,0.00,2215
다사8757,0,0,0,0,0,0,0,0,10,418,1.00,0.00,2216
다사7462,0,0,0,0,0,4,0,0,0,57,1.00,0.00,2217
다사8258,0,0,0,0,0,8,0,0,0,360,1.00,0.00,2218
다사9027,0,0,0,0,0,4,0,0,0,83,1.00,0.00,2219
다아8103,0,0,0,0,0,0,0,0,0,0,1.00,0.00,2220
라사1106,0,0,0,0,0,2,0,0,0,84,1.00,0.00,2221
다사6875,0,0,0,0,1,2,0,0,0,74,1.00,0.00,2222
