gid,심_응,약국,소방서,경찰서,안전상비,버스정류소,지하철,어린이집,유아인구수,총인구수,0.00,1.00,순위
다사8476,0,0,0,0,0,1,0,0,0,86,1.00,0.00,3809
다바8085,0,0,0,0,0,2,0,0,0,55,1.00,0.00,3810
라사1628,0,0,0,0,0,0,0,0,0,60,1.00,0.00,3811
다아6303,0,0,0,0,0,4,0,0,0,49,1.00,0.00,3812
다사4033,0,0,0,0,0,0,0,0,0,116,1.00,0.00,3813
다사4498,0,0,0,0,0,6,0,0,0,112,1.00,0.00,3814
다사6906,0,0,0,0,0,0,0,0,0,0,1.00,0.00,3815
다사8482,0,0,0,0,0,0,0,0,0,21,1.00,0.00,3816
다사6417,0,0,0,0,1,18,0,2,12,542,1.00,0.00,3817
라사1611,0,0,0,0,0,3,0,0,0,113,1.00,0.00,3818
다아5205,0,0,0,0,0,0,0,0,0,17,1.00,0.00,3819
다사9763,0,0,0,0,0,0,0,0,0,15,1.00,0.00,3820
다바6186,0,0,0,0,0,3,0,0,0,238,1.00,0.00,3821
다사9230,0,0,0,0,0,4,0,0,6,139,1.00,0.00,3822
다사7904,0,0,0,0,0,0,0,0,0,0,1.00,0.00,3823
다사8018,0,0,0,0,0,4,0,0,0,107,1.00,0.00,3824
라바0399,0,0,0,0,0,0,0,1,0,49,1.00,0.00,3825
다사5593,0,0,0,0,0,0,0,0,0,20,1.00,0.00,3826
다아6118,0,0,0,0,0,0,0,0,0,0,1.00,0.00,3827
다사4192,0,0,0,0,0,4,0,0,0,257,1.00,0.00,3828
다사4796,0,0,0,0,0,3,0,0,0,18,1.00,0.00,3829
다사3716,0,0,0,0,0,1,0,0,0,97,1.00,0.00,3830
다아7810,0,0,0,0,0,0,0,0,0,0,1.00,0.00,3831
다사4043,0,0,0,0,1,0,0,0,142,1713,1.00,0.00,3832
다사4301,0,0,0,0,0,0,0,0,0,48,1.00,0.00,3833
라사0753,0,0,0,0,0,0,0,0,0,0,1.00,0.00,3834
다사7226,0,0,0,0,1,4,0,1,24,533,1.00,0.00,3835
다사8206,0,0,0,0,0,4,0,0,0,67,1.00,0.00,3836
다사3717,0,0,0,0,0,2,0,0,0,20,1.00,0.00,3837
다사8983,0,0,0,0,0,3,0,0,0,79,1.00,0.00,3838
다사5824,0,0,0,0,0,0,0,0,0,12,1.00,0.00,3839
다사6374,0,0,0,0,0,0,0,0,0,64,1.00,0.00,3840
다사3107,0,0,0,0,0,6,0,0,0,113,1.00,0.00,3841
다사4710,0,0,0,0,0,4,0,0,0,219,1.00,0.00,3842
다사5409,0,0,0,0,0,2,0,0,0,207,1.00,0.00,3843
라사2041,0,0,0,0,0,4,0,0,0,77,1.00,0.00,3844
다사2214,0,0,0,0,0,2,0,0,0,115,1.00,0.00,3845
다사9108,0,0,0,0,0,0,0,0,0,47,1.00,0.00,3846
다사9128,0,0,0,0,0,4,0,0,0,184,1.00,0.00,3847
라사0849,0,0,0,0,0,0,0,0,0,51,1.00,0.00,3848
라사1925,0,0,0,0,0,3,0,0,0,139,1.00,0.00,3849
다아8909,0,0,0,0,0,0,0,0,0,18,1.00,0.00,3850
다바6686,0,0,0,0,0,1,0,0,0,163,1.00,0.00,3851
다아6702,0,0,0,0,0,5,0,0,0,349,1.00,0.00,3852
라사0056,0,0,0,0,0,0,0,0,0,27,1.00,0.00,3853
다사6191,0,0,0,0,0,5,0,0,0,198,1.00,0.00,3854
다사7785,0,0,0,0,0,4,0,0,0,161,1.00,0.00,3855
다사3322,0,0,0,0,0,0,0,0,0,6,1.00,0.00,3856
다사8372,0,0,0,0,0,3,0,0,0,67,1.00,0.00,3857
다아6206,0,0,0,0,0,6,0,0,0,44,1.00,0.00,3858
다바5398,0,0,0,0,0,4,0,0,0,106,1.00,0.00,3859
라사0278,0,0,0,0,1,5,0,0,0,128,1.00,0.00,3860
다사7729,0,0,0,0,4,8,0,9,229,5571,1.00,0.00,3861
라사0169,0,0,0,0,0,0,0,0,0,0,1.00,0.00,3862
다사3800,0,0,0,0,0,0,0,0,0,90,1.00,0.00,3863
다사7741,0,0,0,0,0,6,0,0,0,145,1.00,0.00,3864
다사5018,0,0,0,0,0,5,0,0,83,1728,1.00,0.00,3865
라사0706,0,0,0,0,0,0,0,0,0,33,1.00,0.00,3866
다사8443,0,0,0,0,0,0,0,0,0,0,1.00,0.00,3867
다사8861,0,0,0,0,1,8,0,0,0,286,1.00,0.00,3868
라사0818,0,0,0,0,0,4,0,0,6,291,1.00,0.00,3869
라사0426,0,0,0,0,0,6,0,0,0,136,1.00,0.00,3870
다사7619,0,0,0,0,1,4,0,0,16,879,1.00,0.00,3871
다사4518,0,0,0,0,0,4,0,1,23,984,1.00,0.00,3872
다아6617,0,0,0,0,0,0,0,0,0,14,1.00,0.00,3873
라사1735,0,0,0,0,0,0,0,0,0,105,1.00,0.00,3874
다사8818,0,0,0,0,0,2,0,0,0,21,1.00,0.00,3875
다사2107,0,0,0,0,0,3,0,0,0,129,1.00,0.00,3876
라사0224,0,0,0,0,0,0,0,0,0,16,1.00,0.00,3877
다사8497,0,0,0,0,2,2,0,0,0,209,1.00,0.00,3878
다바6090,0,0,0,0,0,1,0,0,12,340,1.00,0.00,3879
다사9979,0,0,0,0,0,2,0,0,0,133,1.00,0.00,3880
다사8005,0,0,0,0,0,0,0,0,0,65,1.00,0.00,3881
다사5285,0,0,0,0,0,4,0,0,0,77,1.00,0.00,3882
다바9699,0,0,0,0,0,0,0,0,0,218,1.00,0.00,3883
라사1237,0,0,0,0,0,0,0,0,0,37,1.00,0.00,3884
다사7007,0,0,0,0,0,1,0,0,0,66,1.00,0.00,3885
다바8391,0,0,0,0,1,2,0,0,0,294,1.00,0.00,3886
다사5075,0,0,0,0,0,8,0,0,0,153,1.00,0.00,3887
다사9168,0,0,0,0,0,3,0,0,0,84,1.00,0.00,3888
다사3649,0,0,0,0,0,0,0,1,0,336,1.00,0.00,3889
다사6312,0,1,0,0,5,5,0,7,423,3874,1.00,0.00,3890
다사5335,0,0,0,0,1,2,0,3,99,1602,1.00,0.00,3891
다바4686,0,0,0,0,0,0,0,0,0,13,1.00,0.00,3892
다사6677,0,0,0,0,0,0,0,0,0,58,1.00,0.00,3893
다사9835,0,0,0,0,0,0,0,0,0,26,1.00,0.00,3894
라사1414,0,0,0,0,0,6,0,0,0,363,1.00,0.00,3895
라사1430,0,0,0,0,0,1,0,0,0,12,1.00,0.00,3896
다사3009,0,0,0,0,0,0,0,0,0,89,1.00,0.00,3897
다사9217,0,0,0,0,0,0,0,0,0,64,1.00,0.00,3898
다사3812,0,0,0,0,2,7,0,3,112,2016,1.00,0.00,3899
다사9261,0,0,0,0,0,0,0,0,0,30,1.00,0.00,3900
다사4387,0,0,0,0,0,2,0,0,0,44,1.00,0.00,3901
다바5689,0,0,0,0,0,3,0,1,0,209,1.00,0.00,3902
다아4800,0,0,0,0,0,4,0,0,0,117,1.00,0.00,3903
라사1718,0,0,0,0,0,0,0,0,0,102,1.00,0.00,3904
다사4377,0,0,0,0,0,6,0,0,0,165,1.00,0.00,3905
다사9836,0,0,0,0,0,1,0,0,0,83,1.00,0.00,3906
다사3527,0,0,0,0,0,0,0,0,0,17,1.00,0.00,3907
다사9816,0,1,0,0,5,3,0,10,160,2496,1.00,0.00,3908
다사7014,0,0,0,0,0,2,0,0,0,42,1.00,0.00,3909
다아7911,0,0,0,0,0,0,0,0,0,43,1.00,0.00,3910
라사0835,0,0,0,0,0,0,0,0,0,163,1.00,0.00,3911
라사0027,0,0,0,0,0,2,0,0,0,161,1.00,0.00,3912
라바0698,0,0,0,0,0,0,0,0,0,15,1.00,0.00,3913
라사2020,0,0,0,0,0,0,0,0,0,6,1.00,0.00,3914
다사9944,0,0,0,0,4,2,0,3,123,3119,1.00,0.00,3915
다사7739,0,0,0,0,0,0,0,0,0,0,1.00,0.00,3916
라사1649,0,0,0,0,0,2,0,0,0,147,1.00,0.00,3917
다사7140,0,0,0,0,0,0,0,0,0,0,1.00,0.00,3918
다사5737,0,0,0,0,0,0,0,0,0,22,1.00,0.00,3919
다사2463,0,0,0,0,1,4,0,0,7,477,1.00,0.00,3920
다사3211,0,0,0,0,0,2,0,0,0,110,1.00,0.00,3921
다사8276,0,0,0,0,0,1,0,0,0,16,1.00,0.00,3922
다사5286,0,0,0,0,0,7,0,0,0,180,1.00,0.00,3923
라사0826,0,0,0,0,0,2,0,1,0,39,1.00,0.00,3924
다사4061,0,0,0,0,0,4,0,0,47,1065,1.00,0.00,3925
다사9516,0,0,0,0,0,2,0,0,0,60,1.00,0.00,3926
다바5292,0,0,0,0,1,5,0,0,0,157,1.00,0.00,3927
다사9704,0,0,0,0,1,2,0,0,0,44,1.00,0.00,3928
다바5481,0,0,0,0,0,1,0,0,0,0,1.00,0.00,3929
라사2033,0,0,0,0,0,4,0,0,0,51,1.00,0.00,3930
라사0502,0,0,0,0,0,0,0,0,0,23,1.00,0.00,3931
다사7263,0,0,0,0,0,4,0,0,0,117,1.00,0.00,3932
다바4189,0,0,0,0,1,6,0,1,15,963,1.00,0.00,3933
다사7443,0,0,0,0,0,0,0,0,0,0,1.00,0.00,3934
다바3793,0,0,0,0,1,4,0,0,0,304,1.00,0.00,3935
라사0394,0,0,0,0,0,2,0,0,0,19,1.00,0.00,3936
다사8552,0,0,0,0,0,3,0,0,0,22,1.00,0.00,3937
다사3686,0,0,0,0,0,5,0,0,11,319,1.00,0.00,3938
다사4681,0,0,0,0,0,5,0,0,0,27,1.00,0.00,3939
다아7916,0,0,0,0,0,2,0,0,0,71,1.00,0.00,3940
다사9410,0,0,0,0,0,3,0,0,0,51,1.00,0.00,3941
다사3072,0,0,0,0,0,4,0,1,7,255,1.00,0.00,3942
다바9394,0,0,0,0,0,3,0,0,0,45,1.00,0.00,3943
다사2802,0,0,0,0,0,0,0,0,0,67,1.00,0.00,3944
다바9497,0,0,0,0,1,1,0,0,0,160,1.00,0.00,3945
다사7376,0,0,0,0,0,0,0,0,0,0,1.00,0.00,3946
라사2138,0,0,0,0,0,2,0,0,0,92,1.00,0.00,3947
다바7095,0,0,0,0,0,5,0,0,0,53,1.00,0.00,3948
다바7395,0,0,0,0,0,2,0,0,0,230,1.00,0.00,3949
다사5786,0,0,0,0,0,1,0,0,0,224,1.00,0.00,3950
다사4765,0,0,0,0,1,8,0,1,0,104,1.00,0.00,3951
라사1131,0,0,0,0,0,0,0,0,0,38,1.00,0.00,3952
다사5767,0,0,0,0,0,0,0,0,0,0,1.00,0.00,3953
다사6902,0,0,0,0,0,8,0,0,0,217,1.00,0.00,3954
다사1614,0,0,0,0,0,1,0,0,0,137,1.00,0.00,3955
라사2122,0,0,0,0,0,0,0,0,0,6,1.00,0.00,3956
다사6316,0,0,0,0,0,4,0,0,0,46,1.00,0.00,3957
다사8043,0,0,0,0,0,2,0,0,0,47,1.00,0.00,3958
다사4016,0,0,0,0,0,1,0,0,0,130,1.00,0.00,3959
다사7180,0,0,0,0,0,1,0,0,0,226,1.00,0.00,3960
다사4029,0,0,0,0,0,0,0,0,0,194,1.00,0.00,3961
다사7662,0,0,0,0,1,0,0,1,90,1944,1.00,0.00,3962
다사9906,0,0,0,0,0,2,0,0,0,64,1.00,0.00,3963
라사2448,0,0,0,0,0,0,0,0,0,45,1.00,0.00,3964
다사5168,0,0,0,0,0,8,0,0,0,37,1.00,0.00,3965
라사1001,0,0,0,0,1,6,0,2,138,3708,1.00,0.00,3966
다바7482,0,0,0,0,0,1,0,0,0,67,1.00,0.00,3967
다바3293,0,0,0,0,0,0,0,0,0,18,1.00,0.00,3968
다바7283,0,0,0,0,0,0,0,0,0,16,1.00,0.00,3969
다사5670,0,0,0,0,0,1,0,0,0,31,1.00,0.00,3970
다바5186,0,0,0,0,1,1,0,0,0,210,1.00,0.00,3971
다아6107,0,0,0,0,0,4,0,0,0,44,1.00,0.00,3972
다사5701,0,0,0,0,0,7,0,0,0,230,1.00,0.00,3973
라사1947,0,0,0,0,0,3,0,0,0,44,1.00,0.00,3974
다사7439,0,0,0,0,0,2,0,0,17,329,1.00,0.00,3975
다사3836,0,0,0,0,0,0,0,0,0,141,1.00,0.00,3976
다바8198,0,0,0,0,0,2,0,0,0,46,1.00,0.00,3977
다바9696,0,0,0,0,0,1,0,0,0,33,1.00,0.00,3978
다사5430,0,0,0,0,0,3,0,0,0,264,1.00,0.00,3979
다사2472,0,0,0,0,0,0,0,0,0,68,1.00,0.00,3980
다사2568,0,0,0,0,0,0,0,0,0,41,1.00,0.00,3981
다사7125,0,0,0,0,0,6,0,0,7,125,1.00,0.00,3982
다사6945,0,1,0,0,7,2,0,0,382,4617,1.00,0.00,3983
다바7693,0,0,0,0,0,1,0,0,0,159,1.00,0.00,3984
다사7819,0,0,0,0,0,0,0,0,0,9,1.00,0.00,3985
다사7926,0,0,0,0,0,4,0,0,0,0,1.00,0.00,3986
라사0060,0,0,0,0,0,2,0,0,0,81,1.00,0.00,3987
다사8543,0,0,0,0,0,0,0,0,0,20,1.00,0.00,3988
다사7580,0,0,0,0,0,0,0,0,0,29,1.00,0.00,3989
다아5507,0,0,0,0,0,2,0,0,0,51,1.00,0.00,3990
다사4968,0,0,0,0,0,3,0,0,0,58,1.00,0.00,3991
다사7054,0,0,0,0,2,7,0,0,0,111,1.00,0.00,3992
다사4287,0,0,0,0,0,0,0,0,0,54,1.00,0.00,3993
다바8892,0,0,0,0,0,0,0,0,0,0,1.00,0.00,3994
다사5983,0,0,0,0,3,7,0,1,0,280,1.00,0.00,3995
라사0042,0,0,0,0,1,5,0,0,13,469,1.00,0.00,3996
다사7427,0,2,0,0,5,6,0,0,124,3149,1.00,0.00,3997
라사0954,0,0,0,0,0,0,0,0,0,11,1.00,0.00,3998
다사9011,0,0,0,0,0,0,0,0,0,13,1.00,0.00,3999
다바7284,0,0,0,0,0,4,0,1,0,253,1.00,0.00,4000
다사2667,0,0,0,0,0,0,0,0,0,12,1.00,0.00,4001
다사4203,0,0,0,0,2,4,0,0,0,125,1.00,0.00,4002
다사9240,0,0,0,0,0,5,0,0,0,180,1.00,0.00,4003
다바8282,0,0,0,0,0,0,0,0,0,9,1.00,0.00,4004
다사7815,0,0,0,0,0,0,0,0,9,194,1.00,0.00,4005
다사7352,0,1,0,0,2,16,0,2,27,529,1.00,0.00,4006
다바8592,0,0,0,0,1,7,0,1,0,215,1.00,0.00,4007
다아5206,0,0,0,0,0,0,0,0,0,21,1.00,0.00,4008
다바9496,0,0,0,0,0,5,0,0,0,140,1.00,0.00,4009
다사8977,0,0,0,0,0,2,0,0,0,37,1.00,0.00,4010
다사6671,0,0,0,0,6,4,0,0,165,2945,1.00,0.00,4011
다사6640,0,0,0,0,1,5,0,0,0,50,1.00,0.00,4012
다바4698,0,0,0,0,0,4,0,0,6,161,1.00,0.00,4013
다사8909,0,0,0,0,1,3,0,0,0,105,1.00,0.00,4014
다사1569,0,1,0,0,2,6,0,0,0,434,1.00,0.00,4015
다사5366,0,0,0,0,0,4,0,0,0,171,1.00,0.00,4016
다사8319,0,0,0,0,0,0,0,0,0,17,1.00,0.00,4017
다사9053,0,0,0,0,0,7,0,0,0,347,1.00,0.00,4018
다바7684,0,0,0,0,0,0,0,0,0,60,1.00,0.00,4019
다사7130,0,0,0,0,0,7,0,0,0,329,1.00,0.00,4020
라사0013,0,0,0,0,0,2,0,0,0,136,1.00,0.00,4021
다아7904,0,0,0,0,0,2,0,0,0,93,1.00,0.00,4022
다아9008,0,0,0,0,0,0,0,0,0,39,1.00,0.00,4023
다바6283,0,0,0,0,0,2,0,0,0,261,1.00,0.00,4024
라사2123,0,0,0,0,0,1,0,0,0,15,1.00,0.00,4025
다사3382,0,0,0,0,0,4,0,0,0,69,1.00,0.00,4026
다아6312,0,0,0,0,0,0,0,1,0,11,1.00,0.00,4027
다사5991,0,0,0,0,0,2,0,0,0,7,1.00,0.00,4028
라사0832,0,0,0,0,0,1,0,0,0,46,1.00,0.00,4029
다사6618,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4030
다바4586,0,0,0,0,0,4,0,0,0,218,1.00,0.00,4031
라사2032,0,0,0,0,1,0,0,0,0,6,1.00,0.00,4032
다사4171,0,0,0,0,0,2,0,0,0,46,1.00,0.00,4033
다바4989,0,0,0,0,0,5,0,0,0,491,1.00,0.00,4034
다사3632,0,0,0,0,0,0,0,0,0,14,1.00,0.00,4035
라사0519,0,0,0,0,0,6,0,1,0,248,1.00,0.00,4036
라사2035,0,0,0,0,0,0,0,0,0,17,1.00,0.00,4037
다바7391,0,0,0,0,1,5,0,0,16,655,1.00,0.00,4038
다사6406,0,1,0,0,0,6,0,2,96,1196,1.00,0.00,4039
다사4363,0,0,0,0,0,4,0,0,0,54,1.00,0.00,4040
다사6422,0,0,0,0,1,8,0,1,157,3157,1.00,0.00,4041
다사9178,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4042
다아5708,0,0,0,0,0,2,0,0,0,73,1.00,0.00,4043
다사1473,0,0,0,0,0,2,0,0,0,115,1.00,0.00,4044
다사8847,0,0,0,0,0,3,1,0,0,107,1.00,0.00,4045
다아5004,0,0,0,0,0,4,0,0,0,128,1.00,0.00,4046
다사8661,0,0,0,0,1,4,0,1,352,4224,1.00,0.00,4047
다사1957,0,0,0,0,0,2,0,0,0,39,1.00,0.00,4048
다아5707,0,0,0,0,0,4,0,2,0,98,1.00,0.00,4049
다사6936,0,0,0,0,3,5,0,10,235,6530,1.00,0.00,4050
다아7804,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4051
다사3523,0,0,0,0,4,14,0,0,0,34,1.00,0.00,4052
다사3331,0,0,0,0,0,0,1,0,0,34,1.00,0.00,4053
다사4265,0,0,0,0,0,4,0,1,0,242,1.00,0.00,4054
라사0433,0,1,0,0,0,6,0,0,0,180,1.00,0.00,4055
라사0321,0,0,0,0,0,5,0,0,0,47,1.00,0.00,4056
라사1135,0,0,0,0,0,0,0,0,0,103,1.00,0.00,4057
다바5183,0,0,0,0,0,6,0,0,0,250,1.00,0.00,4058
라사1100,0,0,0,0,0,1,0,0,0,131,1.00,0.00,4059
다사4837,0,0,0,0,0,4,0,0,0,12,1.00,0.00,4060
다사8058,0,0,0,0,0,0,0,0,0,17,1.00,0.00,4061
다바7692,0,0,0,0,0,2,0,0,0,132,1.00,0.00,4062
다아6302,0,0,0,0,0,0,0,0,0,94,1.00,0.00,4063
다사9371,0,0,0,0,1,7,0,0,33,1666,1.00,0.00,4064
다바7086,0,0,0,0,0,0,0,0,0,142,1.00,0.00,4065
다사9310,0,0,0,0,0,2,0,0,0,104,1.00,0.00,4066
다아6304,0,0,0,0,0,0,0,0,0,86,1.00,0.00,4067
다사8330,0,0,0,0,1,4,0,1,0,117,1.00,0.00,4068
다아5608,0,0,0,0,0,0,0,0,0,17,1.00,0.00,4069
다사8106,0,0,0,0,0,4,0,0,0,194,1.00,0.00,4070
다사9781,0,0,0,0,0,0,0,0,0,16,1.00,0.00,4071
다사9429,0,0,0,0,0,0,0,0,0,8,1.00,0.00,4072
다사8215,0,0,0,0,1,7,0,0,19,851,1.00,0.00,4073
다사8405,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4074
라사0527,0,0,0,0,0,0,0,0,0,71,1.00,0.00,4075
라사1337,0,0,0,0,0,0,0,0,0,65,1.00,0.00,4076
라사1452,0,0,0,0,0,0,0,0,0,44,1.00,0.00,4077
라사1440,0,0,0,0,0,0,0,0,0,41,1.00,0.00,4078
다사9454,0,0,0,0,0,0,0,0,0,9,1.00,0.00,4079
다사8608,0,0,0,0,1,4,0,0,0,111,1.00,0.00,4080
다바6386,0,0,0,0,1,2,0,0,9,371,1.00,0.00,4081
다사5111,0,0,0,0,0,0,0,0,0,259,1.00,0.00,4082
다사4915,0,0,0,0,0,5,0,0,0,126,1.00,0.00,4083
다사2811,0,0,0,0,0,2,0,0,0,80,1.00,0.00,4084
다사3902,0,0,0,0,2,6,0,0,0,91,1.00,0.00,4085
라사0414,0,0,0,0,0,5,0,0,7,162,1.00,0.00,4086
다사8210,0,0,0,0,0,6,0,0,0,307,1.00,0.00,4087
다사8829,0,0,0,0,0,0,0,0,0,204,1.00,0.00,4088
다사2662,0,0,0,0,0,4,0,0,16,338,1.00,0.00,4089
다사6968,0,0,0,0,0,0,0,0,0,6,1.00,0.00,4090
다사4254,0,0,0,0,0,1,0,0,0,63,1.00,0.00,4091
다사2357,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4092
라사1929,0,0,0,0,0,0,0,0,0,6,1.00,0.00,4093
다사4415,0,1,0,1,1,5,0,1,54,1091,1.00,0.00,4094
다바6898,0,0,0,0,0,4,0,0,0,39,1.00,0.00,4095
다사3365,0,1,0,0,0,8,0,0,15,664,1.00,0.00,4096
다사8425,0,0,0,0,0,0,0,0,0,71,1.00,0.00,4097
다사7472,0,0,0,0,1,2,0,0,0,501,1.00,0.00,4098
다바4896,0,1,0,0,1,4,0,0,0,193,1.00,0.00,4099
다아7509,0,0,0,0,0,0,0,0,0,9,1.00,0.00,4100
다사3007,0,0,0,0,0,2,0,0,0,119,1.00,0.00,4101
다사8037,0,0,0,0,0,2,0,0,0,76,1.00,0.00,4102
다사4654,0,0,0,0,0,0,0,1,59,702,1.00,0.00,4103
다사7160,0,0,0,0,0,2,0,0,0,58,1.00,0.00,4104
다바8187,0,0,0,0,0,0,0,0,0,21,1.00,0.00,4105
다사9184,0,0,0,0,0,0,0,0,0,7,1.00,0.00,4106
다사2727,0,0,0,0,1,0,0,0,0,102,1.00,0.00,4107
다사9247,0,0,0,0,0,4,0,1,13,388,1.00,0.00,4108
라사2127,0,0,0,0,0,6,0,0,0,25,1.00,0.00,4109
라사0157,0,0,0,0,0,2,0,0,0,44,1.00,0.00,4110
다사5669,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4111
다사6636,0,0,0,0,1,4,0,1,112,1781,1.00,0.00,4112
다사9273,0,0,0,0,0,0,0,0,0,18,1.00,0.00,4113
다사0101,0,0,0,0,0,0,0,1,0,41,1.00,0.00,4114
다사5590,0,0,0,0,2,8,0,0,0,230,1.00,0.00,4115
다아9012,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4116
다사3702,0,0,0,0,0,4,0,0,0,218,1.00,0.00,4117
다바4882,0,0,0,0,0,3,0,1,0,172,1.00,0.00,4118
다바7886,0,0,0,0,3,8,0,0,0,63,1.00,0.00,4119
다사6581,0,0,0,0,0,4,0,0,0,184,1.00,0.00,4120
라사1247,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4121
다사1665,0,0,0,0,0,6,0,0,0,128,1.00,0.00,4122
다사9993,0,0,0,0,0,0,0,0,0,7,1.00,0.00,4123
라사0529,0,0,0,0,0,0,0,0,0,18,1.00,0.00,4124
다사5691,0,0,0,0,0,0,0,0,0,32,1.00,0.00,4125
라사0616,0,0,0,0,0,0,0,0,0,16,1.00,0.00,4126
다사8190,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4127
다사6292,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4128
다아5403,0,0,0,0,0,2,0,0,0,48,1.00,0.00,4129
라사0229,0,0,0,0,0,4,0,0,0,149,1.00,0.00,4130
다사8272,0,0,0,0,0,1,0,0,0,62,1.00,0.00,4131
다사9910,0,0,0,0,0,5,0,0,0,119,1.00,0.00,4132
다사8216,0,0,0,0,0,0,0,0,0,23,1.00,0.00,4133
다사1465,0,0,0,0,0,2,0,0,0,19,1.00,0.00,4134
다사9983,0,0,0,0,0,2,0,0,0,176,1.00,0.00,4135
다사2566,0,0,0,0,0,4,0,0,0,232,1.00,0.00,4136
다사3612,0,0,0,0,1,4,0,0,14,682,1.00,0.00,4137
다아6212,0,0,0,0,0,3,0,1,0,240,1.00,0.00,4138
다바7191,0,0,0,0,0,2,0,0,0,14,1.00,0.00,4139
다사8201,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4140
다바6284,0,0,0,0,2,6,0,0,0,136,1.00,0.00,4141
다사8419,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4142
라바0593,0,0,0,0,0,1,0,0,0,0,1.00,0.00,4143
다바8299,0,0,0,0,0,0,0,0,0,56,1.00,0.00,4144
다사3905,0,0,0,0,1,2,0,0,0,40,1.00,0.00,4145
다사8338,0,0,0,0,0,2,0,0,0,159,1.00,0.00,4146
다사8577,0,0,0,0,1,4,0,0,0,88,1.00,0.00,4147
다바5190,0,0,0,0,0,2,0,0,0,128,1.00,0.00,4148
다바6899,0,0,0,0,2,6,0,0,0,207,1.00,0.00,4149
다사3803,0,0,0,0,0,0,0,0,0,56,1.00,0.00,4150
다사5081,0,0,0,0,0,0,0,0,0,191,1.00,0.00,4151
다사5481,0,0,0,0,2,8,0,1,15,1103,1.00,0.00,4152
다사7284,0,0,0,0,0,0,0,0,7,251,1.00,0.00,4153
다사8080,0,0,0,0,0,0,0,0,0,11,1.00,0.00,4154
다사9204,0,0,0,0,0,0,0,0,0,44,1.00,0.00,4155
다사5496,0,0,0,0,0,0,0,0,0,20,1.00,0.00,4156
다사2616,0,0,0,0,0,4,0,0,0,147,1.00,0.00,4157
다사7710,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4158
다아6001,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4159
다사9461,0,0,0,0,0,0,0,0,0,52,1.00,0.00,4160
다사9512,0,0,0,0,1,7,0,0,0,78,1.00,0.00,4161
다사9272,0,0,0,0,0,4,0,0,0,31,1.00,0.00,4162
다사9205,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4163
라사0627,0,0,0,0,0,4,0,0,0,79,1.00,0.00,4164
다사2506,0,0,0,0,0,0,0,0,0,117,1.00,0.00,4165
다사1712,0,0,0,0,0,0,0,0,0,148,1.00,0.00,4166
다사2207,0,0,0,0,0,3,0,0,0,57,1.00,0.00,4167
다사9698,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4168
다아6508,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4169
다사8756,0,0,0,0,0,2,0,0,26,745,1.00,0.00,4170
다사8213,0,0,0,0,0,0,0,0,0,17,1.00,0.00,4171
다사2013,0,0,0,0,0,4,0,0,0,213,1.00,0.00,4172
다사5832,0,0,0,0,0,1,0,0,0,8,1.00,0.00,4173
다바3696,0,0,0,0,1,4,0,0,7,267,1.00,0.00,4174
다사7326,0,0,0,0,2,6,0,2,63,1319,1.00,0.00,4175
다사9957,0,0,0,0,0,2,0,0,0,170,1.00,0.00,4176
라사0731,0,0,0,0,0,1,0,0,0,131,1.00,0.00,4177
다사4037,0,0,0,0,0,0,0,0,0,123,1.00,0.00,4178
다바7199,0,0,0,0,0,1,0,0,0,76,1.00,0.00,4179
다아6504,0,0,0,0,0,0,0,0,0,81,1.00,0.00,4180
라사0115,0,1,0,0,2,6,0,6,113,2690,1.00,0.00,4181
다사3977,0,0,0,0,0,2,0,0,0,41,1.00,0.00,4182
라사1837,0,0,0,0,0,0,0,0,0,38,1.00,0.00,4183
다사9559,0,0,0,0,0,0,0,0,0,0,1.00,0.00,4184
다아6405,0,0,0,0,0,0,0,0,0,10,1.00,0.00,4185
다사7118,0,0,0,0,0,0,0,0,0,108,1.00,0.00,4186
다사4563,0,0,0,0,2,12,0,7,416,5783,1.00,0.00,4187
라사1020,0,1,0,0,2,7,0,1,69,1392,1.00,0.00,4188
다사9596,0,0,0,0,0,2,0,0,0,32,1.00,0.00,4189
다사5408,0,0,0,1,0,6,0,1,6,402,1.00,0.00,4190
다사9014,0,0,0,0,0,0,0,0,0,9,1.00,0.00,4191
다사6487,0,0,0,0,1,8,0,0,0,176,1.00,0.00,4192
라사1246,0,0,0,1,0,2,0,0,0,166,1.00,0.00,4193
다바4086,0,0,0,0,0,3,0,0,0,0,1.00,0.00,4194
