gid,심_응,약국,소방서,경찰서,안전상비,버스정류소,지하철,어린이집,유아인구수,총인구수,0,1,순위
다사7385,0,0,0,0,1,4,0,0,0,301,1,0,4839
다사7229,0,0,0,0,0,0,0,0,0,7,1,0,4840
다사4432,0,0,0,0,1,0,0,0,0,83,1,0,4841
다사9355,0,0,0,0,0,8,0,1,8,288,1,0,4842
다사1468,0,0,0,0,0,0,0,0,0,13,1,0,4843
다아6607,0,0,0,0,0,7,0,0,0,59,1,0,4844
다사9736,0,0,0,0,0,3,0,0,0,189,1,0,4845
다사7774,0,0,0,0,0,0,0,0,0,13,1,0,4846
라사0310,0,0,0,0,0,2,0,0,0,175,1,0,4847
다사6704,0,0,0,0,0,1,0,0,0,17,1,0,4848
라사0330,0,0,0,0,0,6,0,0,0,87,1,0,4849
라사0019,0,0,0,0,0,3,0,0,0,96,1,0,4850
라사1003,0,0,0,0,0,2,0,0,0,50,1,0,4851
다사8816,0,0,0,0,4,7,0,1,9,427,1,0,4852
다사4081,0,0,0,0,1,7,0,1,27,1752,1,0,4853
다사6578,0,0,0,0,1,14,0,10,184,3960,1,0,4854
다바8799,0,0,0,0,0,0,0,0,0,29,1,0,4855
다사4382,0,0,0,0,0,6,0,0,0,272,1,0,4856
다사7080,0,0,0,0,0,1,0,0,0,160,1,0,4857
라사0049,0,0,0,0,0,3,0,0,0,83,1,0,4858
다사9023,0,0,0,0,0,2,0,0,0,239,1,0,4859
다사3816,0,0,0,0,0,3,0,0,0,104,1,0,4860
다사7409,0,0,0,0,1,2,0,1,28,1061,1,0,4861
다바7194,0,0,0,0,0,0,0,0,0,25,1,0,4862
라사1830,0,0,0,0,0,0,0,0,0,20,1,0,4863
다바4184,0,0,0,0,0,2,0,1,0,9,1,0,4864
다사2815,0,0,0,0,0,2,0,1,0,127,1,0,4865
다사7062,0,0,0,0,0,7,0,0,6,305,1,0,4866
다사7589,0,0,0,0,0,1,0,0,0,225,1,0,4867
다사7996,0,0,0,0,0,2,0,0,0,64,1,0,4868
라사1457,0,0,0,0,0,0,0,0,0,27,1,0,4869
다사7489,0,0,0,0,4,18,0,3,129,3136,1,0,4870
다사7684,0,0,0,0,0,0,0,0,0,34,1,0,4871
다사9246,0,0,0,0,0,3,0,0,14,404,1,0,4872
다사9257,0,0,0,0,0,0,0,0,0,21,1,0,4873
다바6187,0,0,0,0,0,0,0,0,0,68,1,0,4874
다사8629,0,0,0,0,0,1,0,0,0,27,1,0,4875
다바8699,0,0,0,0,0,0,0,0,0,0,1,0,4876
다바6293,0,0,0,0,2,8,0,0,29,773,1,0,4877
다사3175,0,1,0,0,0,7,0,1,0,385,1,0,4878
다바9796,0,0,0,0,0,2,0,0,0,51,1,0,4879
다사5299,0,0,0,0,0,0,0,0,0,20,1,0,4880
다사9455,0,0,0,0,0,2,0,0,0,58,1,0,4881
다사5410,0,0,0,0,0,2,0,0,22,828,1,0,4882
다사4936,0,0,0,0,0,0,0,0,0,0,1,0,4883
다바8193,0,0,0,0,0,5,0,0,0,83,1,0,4884
다사7789,0,0,0,0,0,0,0,0,0,19,1,0,4885
다사1658,0,0,0,0,0,0,0,0,0,27,1,0,4886
다바5496,0,0,0,0,0,2,0,0,0,67,1,0,4887
다사6032,0,0,0,0,0,3,0,0,63,850,1,0,4888
다사7908,0,0,0,0,0,2,0,0,0,58,1,0,4889
다아6214,0,0,0,0,0,2,0,0,0,14,1,0,4890
다사3166,0,0,0,1,1,14,0,2,72,2536,1,0,4891
라사1556,0,0,0,0,0,0,0,0,0,61,1,0,4892
다사2372,0,0,0,0,0,4,0,1,0,163,1,0,4893
다사5977,0,0,0,0,0,0,0,1,0,238,1,0,4894
다사9754,0,0,0,0,0,0,0,0,0,0,1,0,4895
다바4584,0,0,0,0,0,5,0,0,0,105,1,0,4896
다사6767,0,0,0,0,0,1,0,0,0,136,1,0,4897
다사6337,0,0,0,0,0,2,0,0,6,215,1,0,4898
라사0534,0,0,0,0,0,3,0,0,0,160,1,0,4899
라사0267,0,0,0,0,0,0,0,0,0,0,1,0,4900
다사3872,0,0,0,0,0,5,0,2,10,753,1,0,4901
다바9896,0,0,0,0,0,0,0,0,0,51,1,0,4902
다사4169,0,0,0,0,0,2,0,0,0,392,1,0,4903
다사2209,0,0,0,1,0,1,0,0,0,8,1,0,4904
라사1526,0,0,0,0,0,0,0,1,0,34,1,0,4905
라사2449,0,0,0,0,0,0,0,0,0,34,1,0,4906
다사8686,0,0,0,0,0,0,0,0,0,200,1,0,4907
다사5497,0,0,0,0,0,0,0,0,0,12,1,0,4908
라사0079,0,0,0,0,0,4,1,2,29,565,1,0,4909
라사0939,0,0,0,0,0,0,0,0,0,33,1,0,4910
다바7094,0,0,0,0,0,0,0,0,0,83,1,0,4911
다사3713,0,0,0,0,0,1,0,0,0,76,1,0,4912
다사8793,0,0,0,0,0,0,0,0,0,9,1,0,4913
다사2413,0,0,0,0,0,0,0,0,0,0,1,0,4914
다사6434,0,1,0,0,4,6,0,2,22,653,1,0,4915
다사8041,0,0,0,0,0,2,0,0,0,35,1,0,4916
다사9471,0,0,0,0,0,0,0,0,0,98,1,0,4917
다사5365,0,0,0,0,0,0,0,0,0,10,1,0,4918
다사3521,0,0,0,0,0,1,0,0,0,10,1,0,4919
다사7599,0,0,0,0,0,0,0,0,0,18,1,0,4920
다사3447,0,0,0,0,0,5,0,0,0,0,1,0,4921
다사7360,0,0,0,0,0,4,0,0,0,186,1,0,4922
다사8198,0,0,0,0,0,0,0,0,0,0,1,0,4923
라사0701,0,0,0,0,0,6,0,0,0,92,1,0,4924
다사9622,0,0,0,0,1,6,0,1,62,1076,1,0,4925
다사4923,0,0,0,0,0,0,0,1,132,1227,1,0,4926
다사8304,0,0,0,0,0,4,0,0,0,145,1,0,4927
다사7534,0,0,0,0,0,2,0,2,13,375,1,0,4928
다사1617,0,0,0,0,0,0,0,0,0,7,1,0,4929
다사8281,0,0,0,0,0,2,0,0,0,44,1,0,4930
다사6473,0,0,0,0,0,2,0,0,0,29,1,0,4931
다사6946,0,1,0,0,4,14,0,0,21,1026,1,0,4932
다아8500,0,0,0,0,0,4,0,1,0,231,1,0,4933
다아8015,0,0,0,0,0,0,0,0,0,0,1,0,4934
다바6291,0,1,0,0,3,8,0,0,330,3696,1,0,4935
라사0813,0,0,0,0,0,2,0,0,0,72,1,0,4936
라사0941,0,0,0,0,0,2,0,0,10,359,1,0,4937
다사3323,0,0,0,0,0,5,0,0,0,45,1,0,4938
다사3768,0,0,0,0,7,15,0,2,139,3878,1,0,4939
다사8578,0,0,0,0,0,0,0,0,0,102,1,0,4940
다사7558,0,0,0,0,0,0,0,0,0,12,1,0,4941
다사9523,0,0,0,0,0,2,0,1,7,228,1,0,4942
다아6205,0,0,1,0,1,3,0,0,0,206,1,0,4943
라사1013,0,0,0,0,0,0,0,0,0,0,1,0,4944
라사0200,0,0,0,0,0,1,0,0,0,23,1,0,4945
다사6098,0,0,0,0,0,0,0,0,0,0,1,0,4946
라사2147,0,0,0,0,0,0,0,0,0,12,1,0,4947
다사9946,0,0,0,0,0,0,0,0,0,200,1,0,4948
다사5501,0,0,0,0,0,0,0,0,0,0,1,0,4949
다사5202,0,0,0,0,0,3,0,0,0,127,1,0,4950
다아5711,0,0,0,0,0,0,0,0,0,19,1,0,4951
다사8389,0,0,0,0,0,4,0,0,0,146,1,0,4952
다아8806,0,0,0,0,0,0,0,0,0,0,1,0,4953
라사0117,0,0,0,0,1,0,0,0,0,25,1,0,4954
다사9666,0,0,0,0,0,6,0,0,0,54,1,0,4955
다사8387,0,0,0,0,0,0,0,0,0,0,1,0,4956
라사0760,0,0,0,0,0,0,0,0,0,0,1,0,4957
다사5706,0,0,1,0,0,0,0,0,0,310,1,0,4958
다사5079,0,0,0,0,1,3,0,0,0,74,1,0,4959
다사7945,0,0,0,0,0,0,0,0,0,0,1,0,4960
다바7694,0,0,0,0,0,2,0,0,0,88,1,0,4961
다사9459,0,0,0,0,0,2,0,0,0,118,1,0,4962
다아6604,0,0,0,0,0,2,0,0,0,50,1,0,4963
라사1338,0,0,0,0,0,3,0,0,0,138,1,0,4964
다아6418,0,0,0,0,0,0,0,0,0,46,1,0,4965
다사8563,0,0,0,0,0,0,0,0,0,29,1,0,4966
다사1857,0,0,0,0,0,6,0,0,0,151,1,0,4967
다사9080,0,0,0,0,0,0,0,0,0,0,1,0,4968
다사5434,0,1,0,0,1,7,0,0,45,743,1,0,4969
다사3216,0,0,0,0,0,2,0,0,0,140,1,0,4970
라사1510,0,0,0,0,0,1,0,0,0,97,1,0,4971
라바0596,0,0,0,0,0,0,0,0,0,47,1,0,4972
다사6174,0,0,0,0,0,2,0,0,0,37,1,0,4973
다사9558,0,0,0,0,0,0,0,0,0,38,1,0,4974
다사6993,0,0,0,0,0,0,0,0,0,0,1,0,4975
다사7313,0,0,0,0,0,1,0,0,0,278,1,0,4976
다바5099,0,0,0,0,0,6,0,0,0,192,1,0,4977
다사7764,0,0,0,0,0,0,0,0,0,20,1,0,4978
다사2608,0,0,0,0,0,0,0,0,0,201,1,0,4979
다사7466,0,0,0,0,4,8,0,11,109,4279,1,0,4980
다사5101,0,0,0,0,0,0,0,0,0,65,1,0,4981
다사4506,0,0,0,0,2,2,0,0,0,174,1,0,4982
다사8731,0,0,0,0,0,0,0,0,0,47,1,0,4983
다사7635,0,0,0,0,0,0,0,1,62,1374,1,0,4984
다사8547,0,0,0,0,0,4,0,0,0,97,1,0,4985
라사1617,0,0,0,0,0,2,0,0,0,115,1,0,4986
라사2332,0,0,0,0,0,0,0,0,0,16,1,0,4987
다바9999,0,0,0,0,0,0,0,0,0,27,1,0,4988
다사7309,0,0,0,0,2,6,0,0,0,330,1,0,4989
라사0233,0,0,0,0,1,1,0,0,0,233,1,0,4990
다바7087,0,0,0,0,0,2,0,0,0,254,1,0,4991
라사0402,0,0,0,0,0,0,0,0,0,17,1,0,4992
다사7025,0,0,0,0,0,0,0,0,0,80,1,0,4993
다사6804,0,0,0,0,0,4,0,0,0,17,1,0,4994
다아6603,0,0,0,0,0,0,0,0,0,73,1,0,4995
다사9689,0,0,0,0,0,4,0,0,0,90,1,0,4996
다바9599,0,0,0,0,0,4,0,0,0,27,1,0,4997
라사0407,0,0,0,0,0,2,0,0,0,0,1,0,4998
다사2466,0,0,0,0,0,2,0,0,0,138,1,0,4999
다아6718,0,0,0,0,0,0,0,0,0,0,1,0,5000
다사8579,0,0,0,0,0,0,0,0,0,13,1,0,5001
다바8084,0,0,0,0,0,6,0,0,0,168,1,0,5002
라사2548,0,0,0,0,0,3,0,0,0,73,1,0,5003
다사7590,0,0,0,0,1,1,0,2,83,1313,1,0,5004
다사6911,0,0,0,0,0,0,0,0,0,0,1,0,5005
다사8626,0,0,0,0,0,0,0,0,44,905,1,0,5006
다사9784,0,0,0,0,0,1,0,0,0,44,1,0,5007
다바7289,0,0,0,0,1,0,0,2,72,963,1,0,5008
라사0546,0,0,0,0,0,4,0,0,0,174,1,0,5009
다바6894,0,0,0,0,0,0,0,0,8,247,1,0,5010
라사1917,0,0,0,0,0,2,0,0,0,6,1,0,5011
다사6214,0,1,0,0,5,6,0,2,13,508,1,0,5012
라사2217,0,0,0,0,0,1,0,0,0,0,1,0,5013
다사6786,0,0,0,0,0,0,0,0,0,0,1,0,5014
다사3966,0,0,0,0,0,0,0,0,0,218,1,0,5015
다사6998,0,0,0,0,0,0,0,0,0,0,1,0,5016
라사0286,0,0,0,0,0,4,0,0,0,222,1,0,5017
다사8662,0,0,0,0,1,7,0,1,14,651,1,0,5018
다바4094,0,0,0,0,0,1,0,0,0,38,1,0,5019
다사9004,0,0,0,0,1,2,0,0,0,199,1,0,5020
다사2069,0,0,0,0,0,8,0,0,0,195,1,0,5021
다바6192,0,0,0,0,2,5,0,0,0,105,1,0,5022
다사8915,0,0,0,0,0,0,0,0,0,102,1,0,5023
다사6464,0,0,0,0,0,4,0,0,0,42,1,0,5024
라사2021,0,0,0,0,0,0,0,0,0,0,1,0,5025
다바5196,0,0,0,0,0,1,0,0,0,138,1,0,5026
다사9409,0,0,0,0,1,6,0,0,0,65,1,0,5027
다사9479,0,0,0,0,0,2,0,0,0,129,1,0,5028
다사6639,0,0,0,0,0,5,0,0,0,317,1,0,5029
다바8386,0,0,0,0,0,3,0,0,0,65,1,0,5030
라사0166,0,0,0,0,0,0,0,0,0,15,1,0,5031
다바8488,0,0,0,0,0,8,0,0,0,79,1,0,5032
다사8282,0,0,0,0,0,1,0,0,0,36,1,0,5033
라사2152,0,0,0,0,0,2,0,0,0,30,1,0,5034
다바9095,0,0,0,0,0,1,0,0,0,123,1,0,5035
다바5295,0,0,0,0,0,0,0,0,0,132,1,0,5036
다사9406,0,0,0,0,0,4,0,0,0,122,1,0,5037
다사4386,0,0,0,0,0,2,0,0,0,86,1,0,5038
라사0802,0,0,0,0,0,0,0,0,0,109,1,0,5039
다바8079,0,0,0,0,0,2,0,0,0,11,1,0,5040
다바4492,0,0,0,0,0,0,0,0,0,0,1,0,5041
다사8052,0,0,0,0,0,0,0,0,0,10,1,0,5042
라사1125,0,0,0,0,0,1,0,0,6,153,1,0,5043
다사8339,0,0,0,0,0,0,0,0,0,92,1,0,5044
다사7096,0,0,0,0,0,0,0,0,0,0,1,0,5045
다바5288,0,0,0,0,0,4,0,0,0,93,1,0,5046
다아6210,0,0,0,1,0,4,0,2,19,872,1,0,5047
다사7798,0,0,0,0,0,2,0,0,0,31,1,0,5048
다바5591,0,0,0,0,0,1,0,0,0,249,1,0,5049
다바3894,0,0,0,0,0,5,0,1,0,193,1,0,5050
다사5698,0,0,0,0,0,6,0,1,0,117,1,0,5051
다사7727,0,0,0,0,1,4,0,0,7,381,1,0,5052
다아8600,0,0,0,0,0,0,0,0,0,44,1,0,5053
다아7000,0,0,0,0,0,2,0,0,0,18,1,0,5054
다사3955,0,0,0,0,0,4,0,0,0,96,1,0,5055
라사1651,0,0,0,0,0,0,0,0,0,7,1,0,5056
다사4259,0,0,0,0,2,0,0,1,0,100,1,0,5057
다사2810,0,0,0,0,0,4,0,0,0,150,1,0,5058
다사2865,0,0,0,0,0,3,0,0,6,203,1,0,5059
다아7713,0,0,0,0,0,0,0,0,0,15,1,0,5060
다사7491,0,0,0,0,0,1,0,0,0,172,1,0,5061
다사3401,0,0,0,0,0,0,0,0,0,19,1,0,5062
다아6914,0,0,0,0,0,0,0,0,0,0,1,0,5063
다사3408,0,0,0,0,2,1,0,0,0,116,1,0,5064
라사0829,0,0,0,0,0,2,0,0,0,95,1,0,5065
다사1866,0,0,0,0,0,2,0,0,0,118,1,0,5066
다사2606,0,0,0,0,0,0,0,0,0,0,1,0,5067
다바4599,0,0,0,0,0,4,0,0,0,197,1,0,5068
다사9810,0,0,0,0,0,0,0,0,0,26,1,0,5069
다사5403,0,0,0,0,0,3,0,0,0,185,1,0,5070
다사4970,0,0,0,0,0,0,0,0,0,0,1,0,5071
다사4897,0,0,0,0,0,6,0,0,0,270,1,0,5072
다사4411,0,1,0,0,2,7,0,0,0,233,1,0,5073
다사4420,0,0,0,0,0,0,0,0,0,44,1,0,5074
다사4208,0,0,0,0,0,2,0,0,0,121,1,0,5075
다사7344,0,0,0,0,0,0,0,0,0,236,1,0,5076
다사3603,0,0,0,0,0,0,0,0,0,61,1,0,5077
라사1915,0,0,0,0,0,0,0,0,0,14,1,0,5078
다사7700,0,0,0,0,0,2,0,0,0,26,1,0,5079
다사8863,0,0,0,0,0,4,0,0,0,237,1,0,5080
다사9046,0,0,0,0,0,0,0,0,23,535,1,0,5081
다사6236,0,0,0,0,1,6,0,0,0,208,1,0,5082
다사8105,0,0,0,0,0,5,0,0,0,73,1,0,5083
다사8566,0,0,0,0,0,6,0,1,8,335,1,0,5084
다사7318,0,0,0,0,1,5,0,1,63,1911,1,0,5085
다사9490,0,0,0,0,0,0,0,0,0,30,1,0,5086
다바4297,0,0,0,0,2,8,0,0,9,248,1,0,5087
다사5491,0,0,0,0,0,8,0,0,0,58,1,0,5088
다사8827,0,0,0,0,0,1,0,0,0,42,1,0,5089
다바5883,0,0,0,0,0,0,0,0,0,76,1,0,5090
다사5478,0,0,0,0,0,2,0,0,0,258,1,0,5091
다사2269,0,0,0,0,1,4,0,0,0,179,1,0,5092
다사9575,0,0,0,0,0,0,0,0,0,7,1,0,5093
다사7719,0,0,0,0,0,1,0,0,0,169,1,0,5094
라사0518,0,0,0,0,0,1,0,0,0,206,1,0,5095
다사5986,0,0,0,0,0,1,0,0,0,85,1,0,5096
다사4412,0,0,0,0,0,1,0,0,0,96,1,0,5097
라사0517,0,0,0,0,0,0,0,0,0,69,1,0,5098
다사4510,0,1,0,0,2,6,0,0,0,159,1,0,5099
다사7467,0,0,0,0,0,0,0,0,0,77,1,0,5100
라사1349,0,0,0,0,0,0,0,0,0,12,1,0,5101
다바7097,0,0,0,0,0,0,0,0,0,40,1,0,5102
라사0702,0,0,0,0,0,0,0,1,0,89,1,0,5103
다사4988,0,0,0,0,0,3,0,0,0,44,1,0,5104
다사7886,0,0,0,0,0,0,0,0,0,8,1,0,5105
다사6198,0,0,0,0,0,0,0,0,0,8,1,0,5106
라사1518,0,0,0,0,0,4,0,0,0,156,1,0,5107
다아5107,0,0,0,0,0,4,0,0,0,27,1,0,5108
다사8083,0,0,0,0,0,3,0,0,0,79,1,0,5109
다바7988,0,0,0,0,0,2,0,0,6,223,1,0,5110
다사3424,0,0,0,0,1,14,0,0,0,36,1,0,5111
다사5094,0,0,0,0,0,3,0,0,0,0,1,0,5112
다사6582,0,0,0,0,0,3,0,0,0,6,1,0,5113
다사9842,0,0,0,1,2,6,0,1,18,788,1,0,5114
라사0436,0,0,0,0,0,2,0,0,0,129,1,0,5115
라사0904,0,0,0,0,0,0,0,0,0,68,1,0,5116
라사0489,0,0,0,0,0,0,0,0,0,40,1,0,5117
라사0393,0,0,0,0,0,4,0,0,0,68,1,0,5118
라사2139,0,0,0,0,0,2,0,0,0,24,1,0,5119
라사0854,0,0,0,0,0,0,0,0,0,6,1,0,5120
다사4761,0,0,0,0,2,10,0,0,180,2527,1,0,5121
라사1646,0,0,0,0,0,0,0,0,0,0,1,0,5122
다사4882,0,0,0,0,0,0,0,0,0,18,1,0,5123
다사6769,0,0,0,0,0,0,0,0,0,114,1,0,5124
다사9724,0,1,0,0,1,5,0,1,65,1271,1,0,5125
다사5002,0,0,0,0,0,8,0,1,0,191,1,0,5126
다사5178,0,0,0,0,0,0,0,0,0,115,1,0,5127
다사6907,0,0,0,0,0,0,0,0,0,0,1,0,5128
다사7433,0,0,0,0,1,4,0,1,61,1315,1,0,5129
다사6831,0,0,0,0,0,4,0,0,48,1209,1,0,5130
다사5013,0,0,0,0,2,4,0,4,132,3702,1,0,5131
다사8017,0,0,0,0,0,4,0,0,0,154,1,0,5132
다바4097,0,0,0,0,0,2,0,0,0,176,1,0,5133
라사1820,0,0,0,0,0,1,0,0,0,95,1,0,5134
라사0132,0,0,0,0,0,0,0,0,0,64,1,0,5135
라바0496,0,0,0,0,0,6,0,0,0,101,1,0,5136
다사1863,0,0,0,0,3,4,0,0,0,151,1,0,5137
다사5489,0,0,0,0,0,3,0,0,0,63,1,0,5138
다사3026,0,0,0,0,0,18,0,0,0,57,1,0,5139
다사3732,0,0,0,0,0,0,0,0,0,0,1,0,5140
다사6844,0,0,0,0,0,0,0,0,0,6,1,0,5141
다사7412,0,0,0,0,0,5,0,0,8,321,1,0,5142
다사8508,0,0,0,0,0,5,0,0,0,60,1,0,5143
다사9473,0,0,0,0,0,2,0,0,0,183,1,0,5144
라사1742,0,0,0,0,0,2,0,0,0,120,1,0,5145
다사8567,0,0,0,0,0,0,0,0,6,340,1,0,5146
다사9115,0,0,0,0,0,0,0,0,0,30,1,0,5147
다사9715,0,0,0,0,0,4,0,1,67,843,1,0,5148
다사6794,0,0,0,0,0,3,0,0,0,7,1,0,5149
다사8676,0,0,0,0,0,0,0,0,0,131,1,0,5150
라사2352,0,0,0,0,0,4,0,0,0,57,1,0,5151
다사7027,0,0,0,0,3,5,0,3,169,2763,1,0,5152
다사3601,0,0,0,0,0,1,0,0,0,224,1,0,5153
다사3273,0,0,0,0,0,0,0,0,0,26,1,0,5154
다사2664,0,0,0,0,0,0,0,0,0,0,1,0,5155
라사0016,0,0,0,0,0,0,0,0,0,247,1,0,5156
다사7393,0,0,0,0,0,6,0,0,0,89,1,0,5157
다사9254,0,0,0,0,0,0,0,0,0,21,1,0,5158
라사0513,0,0,0,0,1,0,0,0,0,290,1,0,5159
라바0099,0,0,0,0,0,1,0,0,0,170,1,0,5160
다사2803,0,0,0,0,0,7,0,0,0,199,1,0,5161
다사7438,0,0,0,0,0,0,0,0,0,0,1,0,5162
다사7682,0,0,0,0,0,0,0,0,0,11,1,0,5163
다사8605,0,0,0,0,1,0,0,0,6,156,1,0,5164
라사2439,0,0,0,0,0,0,0,0,0,61,1,0,5165
다사2866,0,0,0,0,1,2,0,0,0,30,1,0,5166
다사9183,0,0,0,0,0,0,0,0,0,0,1,0,5167
다바9697,0,0,0,0,0,1,0,0,0,84,1,0,5168
다사5126,0,0,0,0,0,3,1,0,7,192,1,0,5169
다사3679,0,1,0,0,5,6,0,0,0,777,1,0,5170
다바9899,0,1,0,1,3,4,0,1,16,936,1,0,5171
다사9854,0,0,0,0,0,0,0,0,0,19,1,0,5172
라사1748,0,0,0,0,0,0,0,0,0,27,1,0,5173
다바4497,0,0,0,0,0,0,0,0,0,10,1,0,5174
다사9669,0,0,0,0,0,0,0,0,0,63,1,0,5175
다바7584,0,0,0,0,0,1,0,0,0,33,1,0,5176
다바8285,0,0,0,0,0,0,0,0,0,11,1,0,5177
다바7997,0,0,0,0,0,2,0,0,0,79,1,0,5178
다사7581,0,0,0,0,0,0,0,0,0,76,1,0,5179
다아6511,0,0,0,0,0,0,0,0,0,7,1,0,5180
라사0155,0,0,0,0,0,0,0,0,0,47,1,0,5181
다사4177,0,0,0,0,1,1,0,0,0,50,1,0,5182
다사3807,0,0,0,0,0,4,0,0,8,270,1,0,5183
다사7387,0,0,1,0,4,4,0,2,283,3728,1,0,5184
다바3498,0,0,0,0,0,0,0,0,0,0,1,0,5185
라사0264,0,0,0,0,0,0,0,0,0,11,1,0,5186
다사3117,0,0,0,0,0,0,0,0,0,14,1,0,5187
다사2908,0,1,0,1,0,14,0,1,8,867,1,0,5188
다사4716,0,0,0,1,0,4,0,0,0,139,1,0,5189
다사9859,0,0,0,0,0,4,0,0,0,179,1,0,5190
다사9346,0,0,0,0,0,2,0,1,0,208,1,0,5191
다사4499,0,0,0,0,0,2,0,0,0,63,1,0,5192
다사5901,0,0,0,0,0,2,0,0,0,141,1,0,5193
라사1751,0,0,0,0,0,0,0,0,0,27,1,0,5194
다사8599,0,0,0,0,0,2,0,0,0,50,1,0,5195
다사9566,0,0,0,0,0,0,0,0,0,65,1,0,5196
다사3104,0,0,0,0,0,1,0,0,0,43,1,0,5197
다사3077,0,0,0,0,0,0,0,0,0,39,1,0,5198
다사7604,0,0,0,0,0,0,0,0,0,16,1,0,5199
다사9251,0,0,0,0,0,0,0,0,0,87,1,0,5200
다사4228,0,0,0,0,0,2,0,0,0,76,1,0,5201
다사3255,0,0,0,0,0,1,0,1,69,1248,1,0,5202
라사1006,0,0,0,0,0,0,0,0,0,24,1,0,5203
다사7509,0,0,0,0,0,1,0,0,6,169,1,0,5204
다사8489,0,0,0,0,0,0,0,0,0,0,1,0,5205
라사0458,0,0,0,0,0,0,0,0,0,6,1,0,5206
라사0245,0,0,0,0,0,0,0,0,0,132,1,0,5207
다바5888,0,0,0,0,0,0,0,0,0,24,1,0,5208
라사0075,0,0,0,0,0,0,0,0,0,27,1,0,5209
다바7982,0,0,0,0,0,0,0,0,0,133,1,0,5210
라사0644,0,0,0,0,0,3,0,1,6,131,1,0,5211
다바6697,0,0,0,0,0,3,0,0,0,219,1,0,5212
다아6007,0,0,0,0,0,2,0,0,0,53,1,0,5213
다사3462,0,0,0,0,1,6,0,1,201,2407,1,0,5214
다사9159,0,0,0,0,0,0,0,0,0,81,1,0,5215
다사3075,0,0,0,0,2,7,0,0,12,597,1,0,5216
다사7011,0,0,0,0,0,0,0,0,0,47,1,0,5217
다사3279,0,0,0,0,0,4,0,0,0,249,1,0,5218
다사9039,0,0,0,0,0,6,0,0,0,157,1,0,5219
다사8548,0,0,0,0,0,2,0,0,0,34,1,0,5220
다바5389,0,0,0,0,1,3,0,0,9,621,1,0,5221
다사5296,0,0,0,0,0,2,0,0,0,95,1,0,5222
다바9398,0,0,0,0,0,0,0,0,0,246,1,0,5223
다아6706,0,0,0,0,0,1,0,0,0,23,1,0,5224
다사8059,0,0,0,0,0,0,0,0,0,58,1,0,5225
다사7711,0,0,0,0,1,4,0,2,0,401,1,0,5226
다아5305,0,0,0,0,0,2,0,0,0,41,1,0,5227
다바4198,0,0,0,0,0,2,0,0,0,65,1,0,5228
라사0037,0,0,0,0,0,3,0,0,0,132,1,0,5229
다아6320,0,0,0,0,0,0,0,0,0,0,1,0,5230
다사4206,0,0,0,0,0,8,0,0,0,127,1,0,5231
라사0168,0,0,0,0,0,0,0,0,0,11,1,0,5232
다사5012,0,0,0,0,0,3,0,0,0,26,1,0,5233
다사7457,0,0,0,0,0,4,0,0,0,70,1,0,5234
다사8727,0,0,0,0,1,2,0,0,0,95,1,0,5235
다사2913,0,0,0,0,0,1,0,0,0,121,1,0,5236
다바7288,0,0,0,0,0,2,0,0,0,39,1,0,5237
라사1035,0,0,0,0,0,3,0,0,0,232,1,0,5238
다사8091,0,0,0,0,0,0,0,0,0,22,1,0,5239
라사0917,0,0,0,0,0,1,0,0,0,231,1,0,5240
다바6495,0,0,0,0,0,1,0,0,0,73,1,0,5241
라사1423,0,0,0,0,0,1,0,0,7,213,1,0,5242
다사9828,0,0,0,0,0,0,0,0,0,39,1,0,5243
다사7257,0,0,0,0,0,6,0,1,14,669,1,0,5244
다사6824,0,0,0,0,0,0,0,0,0,0,1,0,5245
다아7505,0,0,0,0,0,0,0,0,0,0,1,0,5246
다사5587,0,0,0,0,0,13,0,0,0,161,1,0,5247
라사0585,0,0,0,0,0,2,0,0,0,60,1,0,5248
다사7363,0,0,0,0,2,8,0,1,16,1410,1,0,5249
다사3610,0,0,0,0,0,1,0,0,0,166,1,0,5250
다사5878,0,0,0,0,0,0,0,0,0,0,1,0,5251
다사8733,0,0,0,0,0,0,0,0,0,0,1,0,5252
다아6407,0,0,0,0,0,2,0,0,0,37,1,0,5253
다사8699,0,0,0,0,0,2,0,0,0,126,1,0,5254
다사7431,0,0,0,0,1,5,0,0,0,395,1,0,5255
다사1673,0,0,0,0,0,2,0,0,0,114,1,0,5256
다사5570,0,0,0,0,0,3,0,0,0,83,1,0,5257
다사7605,0,0,0,0,0,0,0,0,0,0,1,0,5258
다바8599,0,0,0,0,0,0,0,0,0,34,1,0,5259
다사8820,0,0,0,0,0,0,0,0,0,33,1,0,5260
다사8479,0,0,0,0,0,0,0,0,0,148,1,0,5261
라사1629,0,0,0,0,0,0,0,0,0,7,1,0,5262
라사1812,0,0,0,0,0,4,0,0,0,97,1,0,5263
라사0535,0,0,0,0,0,0,0,0,0,37,1,0,5264
라사0004,0,0,0,0,0,5,0,0,0,53,1,0,5265
다사5475,0,0,0,0,2,2,0,3,102,2502,1,0,5266
다사3781,0,0,0,0,0,4,0,0,0,176,1,0,5267
다사5191,0,0,0,0,0,3,0,0,0,42,1,0,5268
다아8702,0,0,0,0,0,2,0,0,0,76,1,0,5269
다사8810,0,0,0,0,0,7,0,0,0,128,1,0,5270
다사2109,0,0,0,0,0,0,0,0,0,12,1,0,5271
라사0235,0,0,0,0,0,0,0,0,0,70,1,0,5272
