gid,심야약국,응급실,심_응,약국,소방서,경찰서,안전상비,버스정류소,지하철,어린이집,유아인구수,총인구수
다사4175,0,0,0,0,0,0,3,8,0,0,0,396
다사9858,0,0,0,0,0,0,0,0,0,0,0,55
다아5807,0,0,0,0,0,0,0,0,0,0,0,34
다사6010,0,0,0,0,0,0,2,8,1,1,32,952
다사7421,0,0,0,0,0,0,3,5,0,1,6,258
라사1115,0,0,0,0,0,0,0,1,0,0,0,91
다사6107,0,0,0,4,0,0,8,14,1,11,477,9363
다사9002,0,0,0,0,0,0,0,0,0,0,0,22
다사8603,0,0,0,0,0,0,0,0,0,0,0,10
다아7412,0,0,0,0,0,0,0,2,0,0,0,108
다사8677,0,0,0,0,0,0,0,0,0,0,0,190
다사2869,0,0,0,0,0,0,1,8,0,0,0,43
다사9550,0,0,0,0,0,0,0,0,0,0,6,166
다바6393,0,0,0,0,0,0,2,14,0,4,46,1622
다사9511,0,0,0,0,0,0,1,6,0,0,7,374
다사5513,0,0,0,0,0,0,0,0,0,2,0,229
다사3029,0,0,0,2,0,0,11,7,0,24,2053,24129
다사7085,0,0,0,0,0,0,0,1,0,0,6,284
라사0237,0,0,0,0,0,0,0,2,0,0,0,124
다사9019,0,0,0,0,0,0,0,8,0,0,0,97
다사8404,0,0,0,0,0,0,0,3,0,0,0,78
다바8786,0,0,0,0,0,0,0,3,0,0,0,10
다사3461,0,0,0,0,0,0,0,6,0,0,0,120
다사2012,0,0,0,0,0,0,0,0,0,0,0,33
다사5387,0,0,0,0,0,0,1,13,0,1,0,230
다아5701,0,0,0,0,0,0,0,0,0,0,0,23
다아9010,0,0,0,0,0,0,0,0,0,0,0,16
다사4679,0,0,0,0,0,0,0,0,0,0,0,81
다사7793,0,0,0,0,0,0,0,0,0,0,0,0
다사5460,0,0,0,0,0,0,0,0,0,0,0,0
다바8297,0,0,0,0,0,0,0,2,0,0,0,48
다사4423,0,0,0,2,0,0,6,11,0,10,230,7770
다사2158,0,0,0,0,0,0,0,7,0,0,0,193
다사7091,0,0,0,0,0,0,0,0,0,0,0,21
다사3545,0,0,0,15,0,0,20,30,3,33,1370,32533
다바7389,0,0,0,1,0,0,1,3,0,3,209,3750
다사7651,0,0,0,0,0,0,1,3,0,0,0,141
다사9062,0,0,0,0,0,0,0,0,0,0,0,0
다사9561,0,0,0,0,0,0,0,4,0,0,0,68
다사6564,0,0,0,0,0,0,0,11,0,0,0,71
라사1154,0,0,0,0,0,0,0,0,0,0,0,8
라사0050,0,0,0,0,0,0,0,3,0,0,0,160
다사4659,0,0,0,0,0,0,0,0,0,0,0,23
다사7730,0,0,0,3,0,0,4,4,0,6,200,4311
다바7879,0,0,0,0,0,0,0,4,0,0,0,106
다사6272,0,0,0,9,0,0,14,35,1,13,399,11978
다사3957,0,0,0,0,0,0,0,0,0,0,0,37
다사6845,0,0,0,0,0,0,0,7,0,2,14,568
라사1012,0,0,0,0,0,0,0,0,0,0,0,21
다사4596,0,0,0,0,0,0,0,0,0,0,0,0
라사0232,0,0,0,0,0,0,0,6,0,1,0,275
다바3994,0,0,0,0,0,0,0,0,0,0,0,209
다사7664,0,0,0,0,0,0,0,0,0,0,0,0
다바7885,0,0,0,0,0,0,0,4,0,0,0,192
다아6518,0,0,0,0,0,0,0,4,0,0,0,175
다사7129,0,0,0,0,0,0,0,0,0,0,14,240
다사4775,0,0,0,0,0,0,0,0,0,0,0,153
다사9590,0,0,0,0,0,0,0,0,0,0,0,24
라사1000,0,0,0,0,0,0,0,1,0,0,6,179
다사7919,0,0,0,0,0,0,0,7,0,0,0,98
다사6559,0,0,0,0,0,0,0,3,0,0,12,213
다아7917,0,0,0,0,0,0,0,0,0,0,0,29
다아6618,0,0,0,0,0,0,0,0,0,0,0,0
다바5289,0,0,0,0,0,0,0,4,0,0,0,82
다사8226,0,0,0,0,0,0,0,1,0,0,6,455
라사0790,0,0,0,0,0,0,0,1,0,0,0,30
라사1715,0,0,0,0,0,0,0,3,0,0,0,164
다사6218,0,0,0,4,0,0,9,17,0,24,854,15036
다사4805,0,0,0,0,0,0,1,6,0,0,0,427
라사1927,0,0,0,0,0,0,0,2,0,0,0,0
다사7305,0,0,0,0,0,0,3,5,0,0,0,67
다사6827,0,0,0,0,0,0,0,0,0,1,13,371
다아6201,0,0,0,0,0,0,0,4,0,2,67,1822
다바5198,0,0,0,0,0,0,0,5,0,1,0,137
다사4781,0,0,0,0,0,0,0,1,0,0,0,77
다사4656,0,0,0,0,0,0,5,0,0,0,1104,10523
다사4477,0,0,0,0,0,0,0,2,0,0,0,110
다바9196,0,0,0,0,0,0,0,1,0,0,0,152
다사4686,0,0,0,0,0,0,0,0,0,0,0,13
다사7074,0,0,0,0,0,0,1,10,0,0,0,504
다사3071,0,0,0,0,0,0,0,2,0,0,7,229
라사1821,0,0,0,0,0,0,0,2,0,0,0,35
다사1512,0,0,0,0,0,0,0,1,0,0,0,112
다사9888,0,0,0,0,0,0,0,0,0,0,0,19
다사8585,0,0,0,0,0,0,0,0,0,0,0,0
다사7639,0,0,0,0,0,0,0,4,0,0,0,83
라사0909,0,0,0,0,0,0,0,4,0,0,0,142
라사0277,0,0,0,0,0,0,0,0,0,0,0,0
다사3659,0,0,0,0,0,0,0,4,0,0,0,401
다바7985,0,0,0,0,0,0,2,0,0,0,0,132
다사3061,0,0,0,0,0,0,0,0,0,0,0,0
다바6285,0,0,0,0,0,0,0,1,0,0,0,207
다사9238,0,0,0,0,0,0,0,1,0,0,0,8
다사4525,0,0,0,0,0,0,0,2,0,0,0,97
라사0646,0,0,0,0,0,0,0,0,0,0,0,0
다사9026,0,0,0,0,0,0,0,1,0,0,7,144
다사7396,0,0,0,0,0,0,0,2,0,0,0,37
라사1315,0,0,0,0,0,0,0,6,0,0,0,118
다사3004,0,0,0,0,0,0,0,0,0,0,0,30
다사7203,0,0,0,0,0,0,0,0,0,0,0,0
다사8076,0,0,0,0,0,0,0,0,0,0,0,0
라사2153,0,0,0,0,0,0,0,0,0,0,0,30
다바8785,0,0,0,0,0,0,0,0,0,0,0,12
다사3934,0,0,0,0,0,0,1,7,0,2,85,3373
라사0125,0,0,0,0,0,0,0,6,0,0,0,189
라사2235,0,0,0,1,0,1,0,5,0,0,11,490
다사5894,0,0,0,0,0,0,0,0,0,0,0,0
다아6722,0,0,0,0,0,0,0,4,0,0,0,10
다사8848,0,0,0,0,0,0,0,0,0,0,0,97
다아6105,0,0,0,0,0,0,0,5,0,0,0,112
다바4298,0,0,0,1,0,0,0,0,0,0,0,98
라사0623,0,0,0,0,0,0,0,5,0,1,0,227
다사1571,0,0,0,0,0,0,0,0,0,0,0,0
다사9232,0,0,0,0,0,0,0,2,0,0,0,69
다사9340,0,0,0,0,0,0,0,0,0,0,0,31
라사1740,0,0,0,0,0,0,0,0,0,0,0,0
다사8653,0,0,0,0,0,0,0,0,0,0,0,0
다사5017,0,0,0,0,0,0,0,0,0,0,0,36
다사3907,0,0,0,0,0,0,1,2,0,0,0,172
다사5468,0,0,0,0,0,0,0,2,0,0,7,263
다아6605,0,0,0,0,0,0,0,0,0,0,0,0
다사9947,0,0,0,0,0,0,0,2,0,1,0,347
다사5166,0,0,0,0,0,0,0,2,0,0,0,0
다사8592,0,0,0,0,0,0,0,0,0,0,0,0
다바5491,0,0,0,0,0,0,0,2,0,0,0,19
다사5305,0,0,0,0,0,0,1,3,0,0,0,123
다아4905,0,0,0,0,0,0,0,2,0,0,0,44
다사6025,0,0,0,0,0,0,1,6,0,2,102,1153
다사4776,0,0,0,0,0,0,0,0,0,0,0,0
다사4041,0,0,0,4,0,0,5,9,0,0,101,1339
다사9104,0,0,0,0,0,0,0,8,0,1,0,464
다사4184,0,0,0,0,0,0,1,6,0,1,0,120
다바7797,0,0,0,0,0,0,0,6,0,0,0,107
다사9433,0,0,0,0,0,0,0,8,0,1,13,468
다아5209,0,0,0,0,0,0,0,0,0,0,0,0
다사7626,0,0,0,0,0,0,0,2,0,0,11,796
다사7733,0,0,0,2,0,0,4,2,0,7,691,8573
다사4699,0,0,0,0,0,0,0,0,0,0,0,52
라사1637,0,0,0,0,0,0,0,3,0,0,0,141
다사4495,0,0,0,0,0,0,0,0,0,0,0,10
다사6797,0,0,0,0,0,0,0,0,0,0,0,13
라사2043,0,0,0,0,0,0,0,0,0,0,0,30
다아5802,0,0,0,0,0,0,0,0,0,0,0,40
다사9344,0,0,0,0,0,0,0,3,0,0,14,429
다사6012,0,0,0,4,0,0,11,37,0,38,1547,21179
다사8882,0,0,0,0,0,0,0,0,0,0,0,38
다사8214,0,0,0,0,0,0,6,6,0,0,8,332
다사8744,0,0,0,0,0,0,0,0,0,0,0,0
라사1713,0,0,0,0,0,0,0,0,0,0,0,32
다사6538,0,0,0,0,0,0,0,2,0,2,0,0
다사4707,0,0,0,0,0,1,2,6,0,0,24,999
다사1856,0,0,0,0,0,0,0,6,0,0,0,88
라사0653,0,0,0,0,0,0,0,0,0,0,0,0
라사1717,0,0,0,0,0,0,0,5,0,0,0,232
다사4980,0,0,0,0,0,0,0,0,0,0,0,22
라사0328,0,0,0,0,0,0,0,2,0,0,0,66
다사5508,0,0,0,0,0,0,0,3,0,0,0,152
다사7806,0,0,0,0,0,0,0,0,0,0,0,67
다사4998,0,0,0,0,0,0,0,2,0,0,0,15
다바8494,0,0,0,0,0,0,0,0,0,0,0,0
다사3472,0,0,0,0,0,0,1,2,0,0,0,20
다아6112,0,0,0,0,0,0,0,0,0,0,0,13
다사3859,0,0,0,0,0,0,0,6,0,0,0,123
다사6221,0,0,0,0,0,0,3,14,0,7,774,9532
다바7896,0,0,0,0,0,0,0,4,0,0,0,28
다사8554,0,0,0,0,0,0,0,8,0,0,0,210
다사5179,0,0,0,0,0,0,0,5,0,0,0,185
다사8502,0,0,0,0,0,0,0,1,0,0,0,0
라사0694,0,0,0,0,0,0,0,3,0,0,0,61
다사8062,0,0,0,0,0,0,3,4,0,4,109,3662
다사9750,0,0,0,0,0,0,0,0,0,0,0,15
다사5617,0,0,0,9,0,0,16,16,0,14,388,16119
다사2167,0,0,0,0,0,0,0,2,0,1,0,306
다사7241,0,0,0,0,0,0,0,4,0,0,0,74
라사2433,0,0,0,0,0,0,0,0,0,0,0,69
다사5772,0,0,0,0,0,0,0,5,0,0,0,133
다바3599,0,0,0,0,0,0,0,0,0,0,0,138
라사1322,0,0,0,1,0,0,6,10,0,0,164,2672
다사9253,0,0,0,0,0,0,0,10,0,0,0,164
다사7296,0,0,0,0,0,0,1,2,0,0,0,59
다바4295,0,0,0,0,0,0,0,7,0,1,0,136
다사6931,0,0,0,0,0,0,2,3,0,0,25,311
다사4067,0,0,0,0,0,0,3,10,0,0,35,979
다사1762,0,0,0,0,0,0,0,0,0,0,0,192
다바4390,0,0,0,0,0,0,0,8,0,0,0,165
다사8038,0,0,0,0,0,0,0,4,0,0,0,0
라바0499,0,0,0,0,0,1,2,2,0,0,0,401
라사0143,0,0,0,1,0,0,0,5,0,2,43,799
다사8813,0,0,0,0,0,0,4,7,0,0,0,306
다사7385,0,0,0,0,0,0,1,4,0,0,0,301
다사5969,0,0,0,6,0,0,14,23,1,25,608,20091
라사1102,0,0,0,7,0,1,7,17,0,1,44,2937
다사7229,0,0,0,0,0,0,0,0,0,0,0,7
다사4432,0,0,0,0,0,0,1,0,0,0,0,83
다사9355,0,0,0,0,0,0,0,8,0,1,8,288
다사1468,0,0,0,0,0,0,0,0,0,0,0,13
다아6607,0,0,0,0,0,0,0,7,0,0,0,59
다사9736,0,0,0,0,0,0,0,3,0,0,0,189
다사7774,0,0,0,0,0,0,0,0,0,0,0,13
라사0310,0,0,0,0,0,0,0,2,0,0,0,175
다사3932,0,0,0,1,0,0,4,10,0,6,81,3563
다사6704,0,0,0,0,0,0,0,1,0,0,0,17
라사0330,0,0,0,0,0,0,0,6,0,0,0,87
다사7251,0,0,0,22,0,0,26,11,0,21,1367,27431
라사0019,0,0,0,0,0,0,0,3,0,0,0,96
라사1003,0,0,0,0,0,0,0,2,0,0,0,50
다사8816,0,0,0,0,0,0,4,7,0,1,9,427
다사4081,0,0,0,0,0,0,1,7,0,1,27,1752
다사6578,0,0,0,0,0,0,1,14,0,10,184,3960
다바8799,0,0,0,0,0,0,0,0,0,0,0,29
다사4382,0,0,0,0,0,0,0,6,0,0,0,272
다사7080,0,0,0,0,0,0,0,1,0,0,0,160
라사0049,0,0,0,0,0,0,0,3,0,0,0,83
다사9023,0,0,0,0,0,0,0,2,0,0,0,239
다사3816,0,0,0,0,0,0,0,3,0,0,0,104
다사7409,0,0,0,0,0,0,1,2,0,1,28,1061
다사3946,0,0,0,1,0,0,5,21,0,4,84,4283
다바7194,0,0,0,0,0,0,0,0,0,0,0,25
라사1830,0,0,0,0,0,0,0,0,0,0,0,20
다바4184,0,0,0,0,0,0,0,2,0,1,0,9
다사3687,0,0,0,0,0,0,0,10,0,0,12,513
라사1515,0,0,0,0,0,0,0,9,0,0,0,121
다사2815,0,0,0,0,0,0,0,2,0,1,0,127
다사7062,0,0,0,0,0,0,0,7,0,0,6,305
다사7589,0,0,0,0,0,0,0,1,0,0,0,225
다사7996,0,0,0,0,0,0,0,2,0,0,0,64
라사1457,0,0,0,0,0,0,0,0,0,0,0,27
다사7489,0,0,0,0,0,0,4,18,0,3,129,3136
다사7684,0,0,0,0,0,0,0,0,0,0,0,34
다사9246,0,0,0,0,0,0,0,3,0,0,14,404
다사9257,0,0,0,0,0,0,0,0,0,0,0,21
다바6187,0,0,0,0,0,0,0,0,0,0,0,68
다사8629,0,0,0,0,0,0,0,1,0,0,0,27
다사3643,1,1,1,20,0,1,53,32,0,12,682,26324
다바4891,0,0,0,1,0,0,7,11,0,5,646,6225
다바8699,0,0,0,0,0,0,0,0,0,0,0,0
다바4186,0,0,0,1,0,1,5,9,0,0,6,809
다바6293,0,0,0,0,0,0,2,8,0,0,29,773
다사3175,0,0,0,1,0,0,0,7,0,1,0,385
다바9796,0,0,0,0,0,0,0,2,0,0,0,51
다사5299,0,0,0,0,0,0,0,0,0,0,0,20
다사9455,0,0,0,0,0,0,0,2,0,0,0,58
다사5410,0,0,0,0,0,0,0,2,0,0,22,828
다사4936,0,0,0,0,0,0,0,0,0,0,0,0
다바8193,0,0,0,0,0,0,0,5,0,0,0,83
다사7789,0,0,0,0,0,0,0,0,0,0,0,19
다사5033,0,0,0,9,0,1,6,16,0,26,988,26083
다사1658,0,0,0,0,0,0,0,0,0,0,0,27
다바5496,0,0,0,0,0,0,0,2,0,0,0,67
다사6032,0,0,0,0,0,0,0,3,0,0,63,850
다사7908,0,0,0,0,0,0,0,2,0,0,0,58
다아6214,0,0,0,0,0,0,0,2,0,0,0,14
다사3166,0,0,0,0,0,1,1,14,0,2,72,2536
다바6185,0,0,0,0,0,1,5,16,0,4,69,3194
라사1556,0,0,0,0,0,0,0,0,0,0,0,61
다사2372,0,0,0,0,0,0,0,4,0,1,0,163
다사5977,0,0,0,0,0,0,0,0,0,1,0,238
다사9754,0,0,0,0,0,0,0,0,0,0,0,0
다바4584,0,0,0,0,0,0,0,5,0,0,0,105
다사6767,0,0,0,0,0,0,0,1,0,0,0,136
다사6337,0,0,0,0,0,0,0,2,0,0,6,215
라사0534,0,0,0,0,0,0,0,3,0,0,0,160
라사0267,0,0,0,0,0,0,0,0,0,0,0,0
다사3862,0,0,0,1,0,0,6,15,0,3,87,4190
다사3872,0,0,0,0,0,0,0,5,0,2,10,753
다바9896,0,0,0,0,0,0,0,0,0,0,0,51
다사4169,0,0,0,0,0,0,0,2,0,0,0,392
다사6013,0,0,0,4,0,0,17,18,0,20,1451,20775
다사2209,0,0,0,0,0,1,0,1,0,0,0,8
라사1526,0,0,0,0,0,0,0,0,0,1,0,34
라사2449,0,0,0,0,0,0,0,0,0,0,0,34
다사8686,0,0,0,0,0,0,0,0,0,0,0,200
다사7210,0,0,0,0,0,0,1,9,0,0,0,104
다사5497,0,0,0,0,0,0,0,0,0,0,0,12
라사0079,0,0,0,0,0,0,0,4,1,2,29,565
라사0939,0,0,0,0,0,0,0,0,0,0,0,33
다바7094,0,0,0,0,0,0,0,0,0,0,0,83
다사3713,0,0,0,0,0,0,0,1,0,0,0,76
다사8793,0,0,0,0,0,0,0,0,0,0,0,9
다사2413,0,0,0,0,0,0,0,0,0,0,0,0
다사6434,0,0,0,1,0,0,4,6,0,2,22,653
다사8041,0,0,0,0,0,0,0,2,0,0,0,35
다사9471,0,0,0,0,0,0,0,0,0,0,0,98
다사6170,0,0,0,4,0,0,12,14,0,17,430,15466
다사5365,0,0,0,0,0,0,0,0,0,0,0,10
다사3521,0,0,0,0,0,0,0,1,0,0,0,10
다사7599,0,0,0,0,0,0,0,0,0,0,0,18
다사3447,0,0,0,0,0,0,0,5,0,0,0,0
다사7360,0,0,0,0,0,0,0,4,0,0,0,186
다사8198,0,0,0,0,0,0,0,0,0,0,0,0
라사0701,0,0,0,0,0,0,0,6,0,0,0,92
다사9622,0,0,0,0,0,0,1,6,0,1,62,1076
다사4923,0,0,0,0,0,0,0,0,0,1,132,1227
다사8304,0,0,0,0,0,0,0,4,0,0,0,145
다사7534,0,0,0,0,0,0,0,2,0,2,13,375
다사1617,0,0,0,0,0,0,0,0,0,0,0,7
다사8281,0,0,0,0,0,0,0,2,0,0,0,44
다사6473,0,0,0,0,0,0,0,2,0,0,0,29
다사6946,0,0,0,1,0,0,4,14,0,0,21,1026
다아8500,0,0,0,0,0,0,0,4,0,1,0,231
다아8015,0,0,0,0,0,0,0,0,0,0,0,0
다바6291,0,0,0,1,0,0,3,8,0,0,330,3696
라사0813,0,0,0,0,0,0,0,2,0,0,0,72
다사7694,0,0,0,0,0,0,1,10,0,0,0,296
라사0941,0,0,0,0,0,0,0,2,0,0,10,359
다사3323,0,0,0,0,0,0,0,5,0,0,0,45
다사3768,0,0,0,0,0,0,7,15,0,2,139,3878
다사8578,0,0,0,0,0,0,0,0,0,0,0,102
다사3426,0,0,0,0,0,0,9,5,0,3,51,2653
다사7558,0,0,0,0,0,0,0,0,0,0,0,12
다사9523,0,0,0,0,0,0,0,2,0,1,7,228
다사8230,0,0,0,1,0,0,5,11,0,6,157,4786
다아6205,0,0,0,0,1,0,1,3,0,0,0,206
라사1013,0,0,0,0,0,0,0,0,0,0,0,0
다사7630,0,0,0,2,0,0,1,7,0,3,47,886
라사0200,0,0,0,0,0,0,0,1,0,0,0,23
다사6098,0,0,0,0,0,0,0,0,0,0,0,0
다사6381,0,0,0,0,0,0,3,7,0,6,255,4387
라사2147,0,0,0,0,0,0,0,0,0,0,0,12
다사9946,0,0,0,0,0,0,0,0,0,0,0,200
다사5501,0,0,0,0,0,0,0,0,0,0,0,0
다사5202,0,0,0,0,0,0,0,3,0,0,0,127
다아5711,0,0,0,0,0,0,0,0,0,0,0,19
다사8389,0,0,0,0,0,0,0,4,0,0,0,146
다아8806,0,0,0,0,0,0,0,0,0,0,0,0
라사0117,0,0,0,0,0,0,1,0,0,0,0,25
다사9666,0,0,0,0,0,0,0,6,0,0,0,54
다사8387,0,0,0,0,0,0,0,0,0,0,0,0
라사0760,0,0,0,0,0,0,0,0,0,0,0,0
다사5706,0,0,0,0,1,0,0,0,0,0,0,310
다사5079,0,0,0,0,0,0,1,3,0,0,0,74
다사7532,0,0,0,1,0,0,8,12,0,7,491,9572
다사7945,0,0,0,0,0,0,0,0,0,0,0,0
다바7694,0,0,0,0,0,0,0,2,0,0,0,88
다사9459,0,0,0,0,0,0,0,2,0,0,0,118
다아6604,0,0,0,0,0,0,0,2,0,0,0,50
라사1338,0,0,0,0,0,0,0,3,0,0,0,138
다바9799,0,0,0,1,0,0,2,9,0,1,53,1372
다아6418,0,0,0,0,0,0,0,0,0,0,0,46
다사8563,0,0,0,0,0,0,0,0,0,0,0,29
다사3684,0,1,1,4,0,1,9,20,0,17,442,10434
다사1857,0,0,0,0,0,0,0,6,0,0,0,151
다사9080,0,0,0,0,0,0,0,0,0,0,0,0
다사5434,0,0,0,1,0,0,1,7,0,0,45,743
다사3216,0,0,0,0,0,0,0,2,0,0,0,140
라사1510,0,0,0,0,0,0,0,1,0,0,0,97
라바0596,0,0,0,0,0,0,0,0,0,0,0,47
다바5796,0,0,0,1,0,0,0,9,0,1,8,431
다사6174,0,0,0,0,0,0,0,2,0,0,0,37
다사8262,0,0,0,6,0,0,10,21,0,18,596,17734
다사9558,0,0,0,0,0,0,0,0,0,0,0,38
다사9130,0,0,0,0,0,0,1,11,0,0,6,403
다사6006,0,0,0,3,0,0,34,13,0,4,205,9595
다사6993,0,0,0,0,0,0,0,0,0,0,0,0
다사7313,0,0,0,0,0,0,0,1,0,0,0,278
다바5099,0,0,0,0,0,0,0,6,0,0,0,192
다사7764,0,0,0,0,0,0,0,0,0,0,0,20
다사2608,0,0,0,0,0,0,0,0,0,0,0,201
다사7466,0,0,0,0,0,0,4,8,0,11,109,4279
다사5101,0,0,0,0,0,0,0,0,0,0,0,65
다사4506,0,0,0,0,0,0,2,2,0,0,0,174
다사8731,0,0,0,0,0,0,0,0,0,0,0,47
다사7635,0,0,0,0,0,0,0,0,0,1,62,1374
다사8547,0,0,0,0,0,0,0,4,0,0,0,97
라사1617,0,0,0,0,0,0,0,2,0,0,0,115
라사2332,0,0,0,0,0,0,0,0,0,0,0,16
다바9999,0,0,0,0,0,0,0,0,0,0,0,27
다사7309,0,0,0,0,0,0,2,6,0,0,0,330
라사0233,0,0,0,0,0,0,1,1,0,0,0,233
다바7087,0,0,0,0,0,0,0,2,0,0,0,254
라사0402,0,0,0,0,0,0,0,0,0,0,0,17
다사3565,0,0,0,13,0,0,18,31,1,47,1207,35062
다사7025,0,0,0,0,0,0,0,0,0,0,0,80
다사6804,0,0,0,0,0,0,0,4,0,0,0,17
다아6603,0,0,0,0,0,0,0,0,0,0,0,73
다사9689,0,0,0,0,0,0,0,4,0,0,0,90
다바9599,0,0,0,0,0,0,0,4,0,0,0,27
라사0407,0,0,0,0,0,0,0,2,0,0,0,0
다사2466,0,0,0,0,0,0,0,2,0,0,0,138
다아6718,0,0,0,0,0,0,0,0,0,0,0,0
다사8579,0,0,0,0,0,0,0,0,0,0,0,13
다바8084,0,0,0,0,0,0,0,6,0,0,0,168
라사2548,0,0,0,0,0,0,0,3,0,0,0,73
다사7590,0,0,0,0,0,0,1,1,0,2,83,1313
다사6911,0,0,0,0,0,0,0,0,0,0,0,0
다사8626,0,0,0,0,0,0,0,0,0,0,44,905
다사3529,0,0,0,0,0,0,1,10,0,0,37,1617
다사9784,0,0,0,0,0,0,0,1,0,0,0,44
다바7289,0,0,0,0,0,0,1,0,0,2,72,963
다사2961,0,0,0,0,0,0,0,9,0,5,145,1600
라사0546,0,0,0,0,0,0,0,4,0,0,0,174
다바6894,0,0,0,0,0,0,0,0,0,0,8,247
라사1917,0,0,0,0,0,0,0,2,0,0,0,6
다사6214,0,0,0,1,0,0,5,6,0,2,13,508
라사2217,0,0,0,0,0,0,0,1,0,0,0,0
다사6786,0,0,0,0,0,0,0,0,0,0,0,0
다사3966,0,0,0,0,0,0,0,0,0,0,0,218
다사6998,0,0,0,0,0,0,0,0,0,0,0,0
라사0286,0,0,0,0,0,0,0,4,0,0,0,222
다사8662,0,0,0,0,0,0,1,7,0,1,14,651
다사6067,0,0,0,3,0,1,14,20,3,19,509,14595
다바4094,0,0,0,0,0,0,0,1,0,0,0,38
다사9004,0,0,0,0,0,0,1,2,0,0,0,199
다아7700,0,0,0,2,0,1,2,4,0,3,17,960
다사2069,0,0,0,0,0,0,0,8,0,0,0,195
다바6192,0,0,0,0,0,0,2,5,0,0,0,105
다사8915,0,0,0,0,0,0,0,0,0,0,0,102
다사6464,0,0,0,0,0,0,0,4,0,0,0,42
라사2021,0,0,0,0,0,0,0,0,0,0,0,0
다사2826,0,0,0,0,0,0,0,9,0,0,0,6
다바5196,0,0,0,0,0,0,0,1,0,0,0,138
다사9409,0,0,0,0,0,0,1,6,0,0,0,65
다사9479,0,0,0,0,0,0,0,2,0,0,0,129
다사6639,0,0,0,0,0,0,0,5,0,0,0,317
다바8386,0,0,0,0,0,0,0,3,0,0,0,65
라사0166,0,0,0,0,0,0,0,0,0,0,0,15
다바8488,0,0,0,0,0,0,0,8,0,0,0,79
다사2974,0,0,0,2,0,0,6,11,0,2,57,2046
다사8282,0,0,0,0,0,0,0,1,0,0,0,36
라사2152,0,0,0,0,0,0,0,2,0,0,0,30
다바9095,0,0,0,0,0,0,0,1,0,0,0,123
다사3968,0,0,0,0,0,0,0,12,0,0,11,418
다사1956,0,0,0,0,0,0,1,10,0,1,0,155
다바5295,0,0,0,0,0,0,0,0,0,0,0,132
다사9406,0,0,0,0,0,0,0,4,0,0,0,122
다사4386,0,0,0,0,0,0,0,2,0,0,0,86
라사0802,0,0,0,0,0,0,0,0,0,0,0,109
다바8079,0,0,0,0,0,0,0,2,0,0,0,11
다바4492,0,0,0,0,0,0,0,0,0,0,0,0
다바6094,0,1,1,4,0,0,9,9,0,12,404,9070
다사8052,0,0,0,0,0,0,0,0,0,0,0,10
라사1125,0,0,0,0,0,0,0,1,0,0,6,153
다사7015,0,0,0,1,0,0,3,8,1,9,480,9121
다사8339,0,0,0,0,0,0,0,0,0,0,0,92
다사7096,0,0,0,0,0,0,0,0,0,0,0,0
다바5288,0,0,0,0,0,0,0,4,0,0,0,93
다아6210,0,0,0,0,0,1,0,4,0,2,19,872
다사6270,0,0,0,3,0,0,5,12,0,6,178,6548
다바6887,0,0,0,0,0,0,0,0,0,3,0,363
다사7798,0,0,0,0,0,0,0,2,0,0,0,31
다바5591,0,0,0,0,0,0,0,1,0,0,0,249
다바3894,0,0,0,0,0,0,0,5,0,1,0,193
다사5698,0,0,0,0,0,0,0,6,0,1,0,117
다사7727,0,0,0,0,0,0,1,4,0,0,7,381
다아8600,0,0,0,0,0,0,0,0,0,0,0,44
다아7000,0,0,0,0,0,0,0,2,0,0,0,18
다사3955,0,0,0,0,0,0,0,4,0,0,0,96
라사1651,0,0,0,0,0,0,0,0,0,0,0,7
다사4259,0,0,0,0,0,0,2,0,0,1,0,100
다사2810,0,0,0,0,0,0,0,4,0,0,0,150
다사3626,0,0,0,3,0,0,8,10,0,22,457,11428
다사2865,0,0,0,0,0,0,0,3,0,0,6,203
다아7713,0,0,0,0,0,0,0,0,0,0,0,15
다사7491,0,0,0,0,0,0,0,1,0,0,0,172
다사3401,0,0,0,0,0,0,0,0,0,0,0,19
다아6914,0,0,0,0,0,0,0,0,0,0,0,0
다사3408,0,0,0,0,0,0,2,1,0,0,0,116
라사0829,0,0,0,0,0,0,0,2,0,0,0,95
다사1866,0,0,0,0,0,0,0,2,0,0,0,118
다사7039,1,1,1,20,0,1,23,39,0,31,907,34666
다사2606,0,0,0,0,0,0,0,0,0,0,0,0
다바4599,0,0,0,0,0,0,0,4,0,0,0,197
다사9810,0,0,0,0,0,0,0,0,0,0,0,26
다사5403,0,0,0,0,0,0,0,3,0,0,0,185
다사4970,0,0,0,0,0,0,0,0,0,0,0,0
다사4897,0,0,0,0,0,0,0,6,0,0,0,270
다사4411,0,0,0,1,0,0,2,7,0,0,0,233
다사4420,0,0,0,0,0,0,0,0,0,0,0,44
다사4208,0,0,0,0,0,0,0,2,0,0,0,121
다바4987,0,1,1,10,0,0,12,21,0,5,249,5223
다사7344,0,0,0,0,0,0,0,0,0,0,0,236
다사3672,0,0,0,1,0,1,4,14,0,11,336,7108
다사3603,0,0,0,0,0,0,0,0,0,0,0,61
라사1915,0,0,0,0,0,0,0,0,0,0,0,14
다사7700,0,0,0,0,0,0,0,2,0,0,0,26
다사8863,0,0,0,0,0,0,0,4,0,0,0,237
다사9046,0,0,0,0,0,0,0,0,0,0,23,535
다사6236,0,0,0,0,0,0,1,6,0,0,0,208
